Tissue	Module	Symbol	is.hub
Muscle	M115	OR4D10	no
Muscle	M115	PER1	no
Muscle	M115	PER3	no
Muscle	M115	PIK4CA	no
Muscle	M115	POLA2	no
Muscle	M115	POLR2H	no
Muscle	M115	PPARGC1B	no
Muscle	M115	PPM1F	no
Muscle	M115	PPOX	no
Muscle	M115	PRRC1	no
Muscle	M115	RNASEN	no
Muscle	M115	RNF214	no
Muscle	M115	RNF217	no
Muscle	M115	SELO	no
Muscle	M115	SERPINB6	no
Muscle	M115	SPHK2	no
Muscle	M115	ST3GAL1	no
Muscle	M115	TMEM175	no
Muscle	M115	TPP1	no
Muscle	M115	TRMT1	no
Muscle	M115	TSPAN7	no
Muscle	M115	TTC37	no
Muscle	M115	UBE2E3	no
Muscle	M115	VDAC1	no
Muscle	M115	WDR7	no
Muscle	M115	WDR73	no
Muscle	M115	ZNF304	no
Muscle	M115	ZNF362	no
Muscle	M116	AKR7A2	no
Muscle	M116	ATP6V1G1	no
Muscle	M116	AYP1p1	no
Muscle	M116	BPTF	no
Muscle	M116	C10orf54	no
Muscle	M116	C16orf57	no
Muscle	M116	C18orf54	no
Muscle	M116	C1orf56	no
Muscle	M116	C21orf45	no
Muscle	M116	C6orf142	no
Muscle	M116	C7orf50	no
Muscle	M116	CDC42EP4	no
Muscle	M116	CHMP1A	no
Muscle	M116	COIL	no
Muscle	M116	COPB2	no
Muscle	M116	CRTC2	no
Muscle	M116	CTR9	no
Muscle	M116	EBF3	no
Muscle	M116	EEPD1	no
Muscle	M116	EHBP1L1	no
Muscle	M116	EHD1	no
Muscle	M116	FBXO38	no
Muscle	M116	FGFR4	no
Muscle	M116	GGNBP2	no
Muscle	M116	GNL1	no
Muscle	M116	GOLGA3	no
Muscle	M116	GREM1	no
Muscle	M116	HOXA4	no
Muscle	M116	KCTD18	no
Muscle	M116	KIAA0556	no
Muscle	M116	LDOC1L	no
Muscle	M116	LOC100132324	no
Muscle	M116	LOC652634	no
Muscle	M116	LOC730273	no
Muscle	M116	MAGED1	no
Muscle	M116	MEG3	no
Muscle	M116	MTMR9	no
Muscle	M116	MYF5	no
Muscle	M116	NAGK	no
Muscle	M116	NCOA5	no
Muscle	M116	NT5C3L	no
Muscle	M116	NUP62	no
Muscle	M116	OGFR	no
Muscle	M116	PARVB	no
Muscle	M116	PEBP1	no
Muscle	M116	PIK3R4	no
Muscle	M116	PLCD3	no
Muscle	M116	PLOD1	no
Muscle	M116	POMT1	no
Muscle	M116	PP8961	no
Muscle	M116	RBM42	yes
Muscle	M116	RIOK3	no
Muscle	M116	RNF13	no
Muscle	M116	RNF166	no
Muscle	M116	SAV1	no
Muscle	M116	SF3A2	no
Muscle	M116	SMAD3	no
Muscle	M116	SMARCB1	no
Muscle	M116	SNORD114.3	no
Muscle	M116	SPCS1	no
Muscle	M116	SRGAP3	no
Muscle	M116	SSB	no
Muscle	M116	TGOLN2	yes
Muscle	M116	TMEM219	no
Muscle	M116	TMEM52	no
Muscle	M116	TRAF3IP2	no
Muscle	M116	TRAPPC6B	no
Muscle	M116	TRRAP	no
Muscle	M116	TUBB2B	no
Muscle	M116	UFC1	no
Muscle	M116	WDFY3	no
Muscle	M116	XAB2	no
Muscle	M116	YTHDF2	no
Muscle	M116	ZCCHC3	no
Muscle	M116	ZNF444	no
Muscle	M116	ZNF502	no
Muscle	M116	ZNF551	no
Muscle	M116	ZNF579	no
Muscle	M116	ZNF821	no
Muscle	M118	ACTR2	no
Muscle	M118	ARIH2	no
Muscle	M118	C10orf61	no
Muscle	M118	C12orf65	no
Muscle	M118	C12orf68	no
Muscle	M118	C16orf86	no
Muscle	M118	C17orf48	no
Muscle	M118	CACNG1	no
Muscle	M118	CLCN7	no
Muscle	M118	DHX34	no
Muscle	M118	DMAP1	yes
Muscle	M118	DUSP22	no
Muscle	M118	EIF3B	no
Muscle	M118	EIF3H	no
Muscle	M118	ELOVL6	no
Muscle	M118	ERCC1	no
Muscle	M118	FAF1	no
Muscle	M118	FAM35A	no
Muscle	M118	FLCN	no
Muscle	M118	GALT	no
Muscle	M118	GEMIN4	no
Muscle	M118	GNPDA1	no
Muscle	M118	GNPTG	no
Muscle	M118	HEG1	no
Muscle	M118	IRAK2	no
Muscle	M118	KIAA0146	no
Muscle	M118	KIAA1875	no
Muscle	M118	KPNA3	no
Muscle	M118	LAS1L	no
Muscle	M118	LOC100130093	no
Muscle	M118	LOC100134654	no
Muscle	M118	LOC339782	no
Muscle	M118	LOC389901	no
Muscle	M118	LOC642367	no
Muscle	M118	LOC649169	no
Muscle	M118	LOC649445	no
Muscle	M118	LOC653631	no
Muscle	M118	LOC728138	no
Muscle	M118	LOC730051	no
Muscle	M118	LOC730996	no
Muscle	M118	MCM7	no
Muscle	M118	MFF	no
Muscle	M118	MGMT	no
Muscle	M118	MRPL14	no
Muscle	M118	MUTYH	no
Muscle	M118	NCAPD3	no
Muscle	M118	NDUFAF3	no
Muscle	M118	NDUFV3	no
Muscle	M118	NFIA	no
Muscle	M118	NOL12	no
Muscle	M118	OCEL1	no
Muscle	M118	P2RY11	no
Muscle	M118	P4HB	no
Muscle	M118	PAF1	no
Muscle	M118	PAFAH1B3	no
Muscle	M118	PIAS4	no
Muscle	M118	PNPLA8	no
Muscle	M118	PRPF38A	no
Muscle	M118	RAB40C	no
Muscle	M118	RIPK4	no
Muscle	M118	RUVBL2	no
Muscle	M118	S100A1	no
Muscle	M118	SCYL1BP1	no
Muscle	M118	SDR39U1	no
Muscle	M118	SHISA4	no
Muscle	M118	SLC25A28	no
Muscle	M118	SPSB3	yes
Muscle	M118	SRM	no
Muscle	M118	STAG3L2	no
Muscle	M118	STAG3L3	no
Muscle	M118	STOML2	yes
Muscle	M118	TCEB2	no
Muscle	M118	TJAP1	no
Muscle	M118	TMEM115	no
Muscle	M118	TMEM145	no
Muscle	M118	TOM1	no
Muscle	M118	UBP1	no
Muscle	M118	VARS2	no
Muscle	M118	VPS16	no
Muscle	M118	WDR74	no
Muscle	M118	ZC3H15	no
Muscle	M118	ZEB2	no
Muscle	M118	ZNF154	no
Muscle	M118	ZNF20	no
Muscle	M118	ZNF227	no
Muscle	M118	ZNF671	no
Muscle	M12	ACTR3	no
Muscle	M12	ADAM17	no
Muscle	M12	ADARB1	no
Muscle	M12	ADCY2	no
Muscle	M12	AHCYL2	no
Muscle	M12	AHR	no
Muscle	M12	AIRE	no
Muscle	M12	AK2P2	no
Muscle	M12	ALPP	no
Muscle	M12	ALS2CR14	no
Muscle	M12	AMFR	no
Muscle	M12	AMOTL2	no
Muscle	M12	ANKRD30B	no
Muscle	M12	ANKRD44	no
Muscle	M12	ANXA2P2	no
Muscle	M12	ANXA4	no
Muscle	M12	APOL2	no
Muscle	M12	ARHGEF3	no
Muscle	M12	ARL16	no
Muscle	M12	ARRDC4	no
Muscle	M12	ASAH1	no
Muscle	M12	ASTN2	no
Muscle	M12	ATAD1	no
Muscle	M12	ATAD2	no
Muscle	M12	ATF4	no
Muscle	M12	ATG10	no
Muscle	M12	ATG12	no
Muscle	M12	ATIC	no
Muscle	M12	BAGE5	no
Muscle	M12	BAX	no
Muscle	M12	BCL2L13	no
Muscle	M12	BCYRN1	no
Muscle	M12	BID	no
Muscle	M12	BLZF1	no
Muscle	M12	BMP8B	no
Muscle	M12	BMS1P5	no
Muscle	M12	BNC2	no
Muscle	M12	C10orf46	no
Muscle	M12	C10orf58	no
Muscle	M12	C11orf63	no
Muscle	M12	C14orf102	no
Muscle	M12	C14orf112	no
Muscle	M12	C14orf153	no
Muscle	M12	C14orf82	no
Muscle	M12	C14orf85	no
Muscle	M12	C15orf63	no
Muscle	M12	C16orf87	no
Muscle	M12	C18orf19	no
Muscle	M12	C19orf2	no
Muscle	M12	C19orf31	no
Muscle	M12	C19orf42	no
Muscle	M12	C1QTNF9	no
Muscle	M12	C1orf128	no
Muscle	M12	C1orf58	no
Muscle	M12	C20orf45	no
Muscle	M12	C21orf24	no
Muscle	M12	C21orf55	no
Muscle	M12	C21orf58	no
Muscle	M12	C22orf40	no
Muscle	M12	C2orf30	no
Muscle	M12	C2orf69	yes
Muscle	M12	C3orf34	no
Muscle	M12	C3orf50	no
Muscle	M12	C5orf28	no
Muscle	M12	C6orf117	no
Muscle	M12	C6orf170	yes
Muscle	M12	C6orf225	no
Muscle	M12	C7orf28B	no
Muscle	M12	C7orf38	no
Muscle	M12	C8orf37	no
Muscle	M12	C8orf45	no
Muscle	M12	C9orf130	no
Muscle	M12	C9orf80	no
Muscle	M12	CA2	no
Muscle	M12	CAB39	no
Muscle	M12	CACYBP	no
Muscle	M12	CALCR	no
Muscle	M12	CARM1	no
Muscle	M12	CCBE1	no
Muscle	M12	CCDC125	yes
Muscle	M12	CCDC34	no
Muscle	M12	CCR6	yes
Muscle	M12	CD68	no
Muscle	M12	CDAN1	yes
Muscle	M12	CDC2L2	no
Muscle	M12	CDC2L6	no
Muscle	M12	CDH24	no
Muscle	M12	CDKN2AIPNL	no
Muscle	M12	CEBPG	no
Muscle	M12	CEP27	yes
Muscle	M12	CGGBP1	no
Muscle	M12	CHCHD4	no
Muscle	M12	CHRNA5	no
Muscle	M12	CLEC2D	no
Muscle	M12	CLIC2	no
Muscle	M12	CLN8	no
Muscle	M12	CLSTN1	no
Muscle	M12	CLTA	no
Muscle	M12	CLTC	no
Muscle	M12	CMAS	no
Muscle	M12	CNOT2	no
Muscle	M12	COPG	no
Muscle	M12	COPZ1	no
Muscle	M12	COX11P	no
Muscle	M12	COX19	no
Muscle	M12	CPS1	no
Muscle	M12	CRADD	no
Muscle	M12	CRBN	no
Muscle	M12	CRCP	no
Muscle	M12	CREB1	no
Muscle	M12	CREBL1	no
Muscle	M12	CSF2RA	yes
Muscle	M12	CUL2	no
Muscle	M12	CUL4A	no
Muscle	M12	CYP51A1	no
Muscle	M12	DAPP1	no
Muscle	M12	DCAKD	no
Muscle	M12	DCLRE1C	no
Muscle	M12	DDO	no
Muscle	M12	DDX1	no
Muscle	M12	DDX27	no
Muscle	M12	DDX51	no
Muscle	M12	DEM1	no
Muscle	M12	DKFZp434K191	no
Muscle	M12	DMC1	yes
Muscle	M12	DMXL2	no
Muscle	M12	DNAJB14	no
Muscle	M12	DNAJB6	no
Muscle	M12	DNAJC11	no
Muscle	M12	DNAJC7	no
Muscle	M12	DNHL1	no
Muscle	M12	DPH5	no
Muscle	M12	DST	no
Muscle	M12	DTWD2	no
Muscle	M12	DTX1	no
Muscle	M12	DUSP13	no
Muscle	M12	DUSP19	yes
Muscle	M12	DUXAP3	yes
Muscle	M12	DYNLRB1	no
Muscle	M12	E2F8	no
Muscle	M12	EEF1A2	no
Muscle	M12	EID2B	no
Muscle	M12	EIF1	no
Muscle	M12	EIF2AK4	yes
Muscle	M12	EIF3M	no
Muscle	M12	ENHO	no
Muscle	M12	EPS8	no
Muscle	M12	ERAP1	no
Muscle	M12	ERBB3	no
Muscle	M12	ERCC8	no
Muscle	M12	ERGIC1	no
Muscle	M12	EVI5	no
Muscle	M12	EXD3	no
Muscle	M12	EXOG	no
Muscle	M12	EYS	no
Muscle	M12	FAM104A	no
Muscle	M12	FAM115A	no
Muscle	M12	FAM119A	no
Muscle	M12	FAM153B	no
Muscle	M12	FAM175A	yes
Muscle	M12	FAM177A1	no
Muscle	M12	FAM40B	no
Muscle	M12	FAM63A	no
Muscle	M12	FAM73A	no
Muscle	M12	FAM76A	no
Muscle	M12	FAM80B	no
Muscle	M12	FAM86B1	no
Muscle	M12	FARSLB	no
Muscle	M12	FASTKD3	no
Muscle	M12	FBXL11	no
Muscle	M12	FBXO3	no
Muscle	M12	FBXW2	no
Muscle	M12	FCF1	no
Muscle	M12	FCGR3A	no
Muscle	M12	FIGNL2	no
Muscle	M12	FKBP14	no
Muscle	M12	FKBP15	no
Muscle	M12	FKBP1P1	no
Muscle	M12	FKRP	no
Muscle	M12	FLJ11292	no
Muscle	M12	FLJ11783	no
Muscle	M12	FLJ13197	no
Muscle	M12	FLJ13305	no
Muscle	M12	FLJ20444	no
Muscle	M12	FLJ25363	no
Muscle	M12	FLJ31306	no
Muscle	M12	FLJ34047	no
Muscle	M12	FLJ35390	no
Muscle	M12	FLJ36131	yes
Muscle	M12	FLJ37396	no
Muscle	M12	FLJ39639	no
Muscle	M12	FLJ40722	no
Muscle	M12	FLJ42562	no
Muscle	M12	FLJ44124	no
Muscle	M12	FLJ46309	no
Muscle	M12	FVT1	no
Muscle	M12	GABPB2	no
Muscle	M12	GALNT3	no
Muscle	M12	GDPD1	no
Muscle	M12	GGA1	no
Muscle	M12	GIMAP1	no
Muscle	M12	GJC1	yes
Muscle	M12	GK5	no
Muscle	M12	GNB4	no
Muscle	M12	GNG10	no
Muscle	M12	GNL3L	yes
Muscle	M12	GOLGA9P	no
Muscle	M12	GOLGB1	no
Muscle	M12	GOSR2	no
Muscle	M12	GPBP1L1	no
Muscle	M12	GPR1	no
Muscle	M12	GRIPAP1	no
Muscle	M12	GRM2	no
Muscle	M12	GSDMB	no
Muscle	M12	GSTTP2	no
Muscle	M12	GTF2IRD2B	no
Muscle	M12	GTF3C6	no
Muscle	M12	GXYLT1	no
Muscle	M12	HGD	no
Muscle	M12	HIATL2	no
Muscle	M12	HLA.A	no
Muscle	M12	HMBOX1	no
Muscle	M12	HRB	no
Muscle	M12	HRSP12	no
Muscle	M12	HSPA9	no
Muscle	M12	HSPB8	no
Muscle	M12	HSPC268	no
Muscle	M12	IARS	no
Muscle	M12	ICA1	no
Muscle	M12	IFRD2	no
Muscle	M12	IGFL3	no
Muscle	M12	IKZF2	no
Muscle	M12	IL10	no
Muscle	M12	IL16	no
Muscle	M12	IL18	no
Muscle	M12	INSC	no
Muscle	M12	ISG20L2	no
Muscle	M12	ISOC2	no
Muscle	M12	ITIH5	no
Muscle	M12	IWS1	no
Muscle	M12	JHDM1D	no
Muscle	M12	KAT2B	no
Muscle	M12	KCNH6	no
Muscle	M12	KCNK6	no
Muscle	M12	KIAA0101	no
Muscle	M12	KIAA0408	no
Muscle	M12	KIAA1161	no
Muscle	M12	KIAA1704	no
Muscle	M12	KIAA1751	no
Muscle	M12	KIF6	no
Muscle	M12	KLHL28	no
Muscle	M12	KPNA4	yes
Muscle	M12	LAT1.3TM	no
Muscle	M12	LAYN	no
Muscle	M12	LEAP.2	no
Muscle	M12	LEAP2	no
Muscle	M12	LEP	no
Muscle	M12	LGALS3	yes
Muscle	M12	LIG4	no
Muscle	M12	LILRB1	no
Muscle	M12	LILRB3	no
Muscle	M12	LMOD3	no
Muscle	M12	LOC100127975	no
Muscle	M12	LOC100128062	yes
Muscle	M12	LOC100128084	no
Muscle	M12	LOC100128098	no
Muscle	M12	LOC100128126	no
Muscle	M12	LOC100128274	no
Muscle	M12	LOC100128288	no
Muscle	M12	LOC100128392	no
Muscle	M12	LOC100128505	no
Muscle	M12	LOC100128510	yes
Muscle	M12	LOC100128729	no
Muscle	M12	LOC100128975	no
Muscle	M12	LOC100129094	no
Muscle	M12	LOC100129211	no
Muscle	M12	LOC100129269	no
Muscle	M12	LOC100129362	no
Muscle	M12	LOC100129441	no
Muscle	M12	LOC100129502	yes
Muscle	M12	LOC100129539	no
Muscle	M12	LOC100130053	no
Muscle	M12	LOC100130154	no
Muscle	M12	LOC100130168	yes
Muscle	M12	LOC100130276	no
Muscle	M12	LOC100130353	no
Muscle	M12	LOC100130367	no
Muscle	M12	LOC100130445	no
Muscle	M12	LOC100130516	no
Muscle	M12	LOC100130598	no
Muscle	M12	LOC100130764	no
Muscle	M12	LOC100130835	no
Muscle	M12	LOC100130921	no
Muscle	M12	LOC100131096	no
Muscle	M12	LOC100131165	no
Muscle	M12	LOC100131336	no
Muscle	M12	LOC100131452	no
Muscle	M12	LOC100131541	no
Muscle	M12	LOC100131655	no
Muscle	M12	LOC100131718	no
Muscle	M12	LOC100131786	no
Muscle	M12	LOC100131811	no
Muscle	M12	LOC100131835	no
Muscle	M12	LOC100131850	no
Muscle	M12	LOC100131989	no
Muscle	M12	LOC100132347	no
Muscle	M12	LOC100132391	yes
Muscle	M12	LOC100132418	no
Muscle	M12	LOC100132428	no
Muscle	M12	LOC100132526	no
Muscle	M12	LOC100132585	no
Muscle	M12	LOC100132593	no
Muscle	M12	LOC100132727	no
Muscle	M12	LOC100132740	no
Muscle	M12	LOC100133019	no
Muscle	M12	LOC100133129	no
Muscle	M12	LOC100133177	no
Muscle	M12	LOC100133233	no
Muscle	M12	LOC100133277	no
Muscle	M12	LOC100133298	no
Muscle	M12	LOC100133465	no
Muscle	M12	LOC100133516	no
Muscle	M12	LOC100133607	yes
Muscle	M12	LOC100133609	no
Muscle	M12	LOC100133649	no
Muscle	M12	LOC100133692	no
Muscle	M12	LOC100133772	no
Muscle	M12	LOC100133840	yes
Muscle	M12	LOC100133876	no
Muscle	M12	LOC100134053	no
Muscle	M12	LOC100134159	no
Muscle	M12	LOC100134468	no
Muscle	M12	LOC100134868	no
Muscle	M12	LOC100190938	yes
Muscle	M12	LOC100190986	no
Muscle	M12	LOC113230	no
Muscle	M12	LOC123688	no
Muscle	M12	LOC132241	no
Muscle	M12	LOC147727	no
Muscle	M12	LOC158376	no
Muscle	M12	LOC196752	no
Muscle	M12	LOC202134	no
Muscle	M12	LOC202781	no
Muscle	M12	LOC255167	no
Muscle	M12	LOC283767	no
Muscle	M12	LOC284393	no
Muscle	M12	LOC285176	no
Muscle	M12	LOC285501	no
Muscle	M12	LOC286002	no
Muscle	M12	LOC286467	no
Muscle	M12	LOC341315	no
Muscle	M12	LOC389342	no
Muscle	M12	LOC389517	no
Muscle	M12	LOC391169	no
Muscle	M12	LOC391334	no
Muscle	M12	LOC399900	no
Muscle	M12	LOC400446	no
Muscle	M12	LOC400464	no
Muscle	M12	LOC400713	no
Muscle	M12	LOC400721	no
Muscle	M12	LOC401098	yes
Muscle	M12	LOC401152	no
Muscle	M12	LOC401218	no
Muscle	M12	LOC401622	no
Muscle	M12	LOC402176	no
Muscle	M12	LOC440157	no
Muscle	M12	LOC440345	yes
Muscle	M12	LOC440704	no
Muscle	M12	LOC441179	no
Muscle	M12	LOC441191	no
Muscle	M12	LOC442064	no
Muscle	M12	LOC442727	no
Muscle	M12	LOC613206	no
Muscle	M12	LOC642033	no
Muscle	M12	LOC642210	no
Muscle	M12	LOC642295	no
Muscle	M12	LOC642333	no
Muscle	M12	LOC642678	no
Muscle	M12	LOC642897	no
Muscle	M12	LOC642947	yes
Muscle	M12	LOC643011	no
Muscle	M12	LOC643509	no
Muscle	M12	LOC643882	no
Muscle	M12	LOC644250	yes
Muscle	M12	LOC644360	no
Muscle	M12	LOC644517	no
Muscle	M12	LOC644563	no
Muscle	M12	LOC644591	no
Muscle	M12	LOC644642	no
Muscle	M12	LOC644745	no
Muscle	M12	LOC644760	no
Muscle	M12	LOC644852	no
Muscle	M12	LOC644863	no
Muscle	M12	LOC644869	no
Muscle	M12	LOC644949	no
Muscle	M12	LOC645010	no
Muscle	M12	LOC645233	no
Muscle	M12	LOC645452	yes
Muscle	M12	LOC645558	no
Muscle	M12	LOC645895	no
Muscle	M12	LOC645969	no
Muscle	M12	LOC646034	no
Muscle	M12	LOC646044	no
Muscle	M12	LOC646100	no
Muscle	M12	LOC646531	no
Muscle	M12	LOC646936	no
Muscle	M12	LOC646996	no
Muscle	M12	LOC647389	no
Muscle	M12	LOC647691	no
Muscle	M12	LOC648852	no
Muscle	M12	LOC648921	no
Muscle	M12	LOC650128	no
Muscle	M12	LOC650433	no
Muscle	M12	LOC650698	no
Muscle	M12	LOC650708	no
Muscle	M12	LOC651100	no
Muscle	M12	LOC651816	no
Muscle	M12	LOC652481	no
Muscle	M12	LOC652595	no
Muscle	M12	LOC652864	no
Muscle	M12	LOC653086	no
Muscle	M12	LOC653199	no
Muscle	M12	LOC653382	no
Muscle	M12	LOC653489	no
Muscle	M12	LOC653596	no
Muscle	M12	LOC653829	no
Muscle	M12	LOC653895	no
Muscle	M12	LOC654191	no
Muscle	M12	LOC727726	no
Muscle	M12	LOC727735	no
Muscle	M12	LOC727808	no
Muscle	M12	LOC727962	no
Muscle	M12	LOC727970	no
Muscle	M12	LOC728081	no
Muscle	M12	LOC728105	no
Muscle	M12	LOC728127	no
Muscle	M12	LOC728208	no
Muscle	M12	LOC728310	no
Muscle	M12	LOC728362	no
Muscle	M12	LOC728620	no
Muscle	M12	LOC728809	no
Muscle	M12	LOC728903	no
Muscle	M12	LOC728953	no
Muscle	M12	LOC728971	no
Muscle	M12	LOC729082	no
Muscle	M12	LOC729090	no
Muscle	M12	LOC729120	no
Muscle	M12	LOC729217	no
Muscle	M12	LOC729324	no
Muscle	M12	LOC729439	no
Muscle	M12	LOC729513	no
Muscle	M12	LOC729603	no
Muscle	M12	LOC729666	no
Muscle	M12	LOC729687	no
Muscle	M12	LOC729898	no
Muscle	M12	LOC729920	no
Muscle	M12	LOC730041	no
Muscle	M12	LOC730060	no
Muscle	M12	LOC730173	no
Muscle	M12	LOC730202	no
Muscle	M12	LOC730313	no
Muscle	M12	LOC730990	no
Muscle	M12	LOC731049	no
Muscle	M12	LOC731542	no
Muscle	M12	LOC731789	no
Muscle	M12	LOC732300	no
Muscle	M12	LOC732360	no
Muscle	M12	LOC90586	no
Muscle	M12	LRAP	no
Muscle	M12	LRRC23	no
Muscle	M12	LRRC37B	no
Muscle	M12	LRRC37B2	no
Muscle	M12	LRRFIP1	no
Muscle	M12	LSAMP	no
Muscle	M12	LSM10	yes
Muscle	M12	LYPLA1	no
Muscle	M12	MAFF	no
Muscle	M12	MAGT1	no
Muscle	M12	MAP4	no
Muscle	M12	MAP7D1	no
Muscle	M12	MAPKAP1	no
Muscle	M12	MARCH3	no
Muscle	M12	MBOAT2	no
Muscle	M12	MBTD1	no
Muscle	M12	MCART1	no
Muscle	M12	MCHR2	no
Muscle	M12	MCM8	no
Muscle	M12	MFSD11	no
Muscle	M12	MGAT4A	no
Muscle	M12	MGC12760	no
Muscle	M12	MGC15763	no
Muscle	M12	MGC16703	no
Muscle	M12	MGC24103	no
Muscle	M12	MGC26356	yes
Muscle	M12	MIA3	no
Muscle	M12	MINA	no
Muscle	M12	MIR1974	no
Muscle	M12	MIR2116	no
Muscle	M12	MIR29B1	no
Muscle	M12	MND1	no
Muscle	M12	MREG	no
Muscle	M12	MRP63	no
Muscle	M12	MRPL18	no
Muscle	M12	MRPL3	no
Muscle	M12	MSL3	no
Muscle	M12	MSL3L1	no
Muscle	M12	MTA2	no
Muscle	M12	MTF2	no
Muscle	M12	MTHFS	no
Muscle	M12	MTM1	no
Muscle	M12	MYO3B	no
Muscle	M12	N4BP2	no
Muscle	M12	N6AMT1	no
Muscle	M12	NAG18	no
Muscle	M12	NANP	no
Muscle	M12	NBPF8	no
Muscle	M12	NDST2	no
Muscle	M12	NFATC2IP	no
Muscle	M12	NLRP8	yes
Muscle	M12	NPY6R	no
Muscle	M12	NRAS	no
Muscle	M12	NUBPL	no
Muscle	M12	NUDT9	no
Muscle	M12	OCIAD1	yes
Muscle	M12	ORC6L	no
Muscle	M12	P15RS	no
Muscle	M12	P2RY6	no
Muscle	M12	PACRGL	no
Muscle	M12	PATE2	no
Muscle	M12	PCDHB19P	no
Muscle	M12	PCDHB9	no
Muscle	M12	PCDHGA10	no
Muscle	M12	PCMT1	no
Muscle	M12	PCNP	no
Muscle	M12	PDCD4	no
Muscle	M12	PDCD6IP	no
Muscle	M12	PDCD7	no
Muscle	M12	PDDC1	no
Muscle	M12	PDE4C	no
Muscle	M12	PDGFC	no
Muscle	M12	PEX10	no
Muscle	M12	PIGK	no
Muscle	M12	PIGW	no
Muscle	M12	PIGX	no
Muscle	M12	PILRA	no
Muscle	M12	PIP5K2B	no
Muscle	M12	PKN2	no
Muscle	M12	PLDN	no
Muscle	M12	PLEKHB2	no
Muscle	M12	PLSCR1	no
Muscle	M12	PLXNA4	no
Muscle	M12	PMS2	no
Muscle	M12	PNPT1	no
Muscle	M12	POFUT1	no
Muscle	M12	POLB	no
Muscle	M12	PPA1	no
Muscle	M12	PPM1K	no
Muscle	M12	PPP1CA	no
Muscle	M12	PPP1R1B	no
Muscle	M12	PPP1R9A	no
Muscle	M12	PRMT3	no
Muscle	M12	PRNP	no
Muscle	M12	PRO0628	no
Muscle	M12	PRO1853	no
Muscle	M12	PRRG4	no
Muscle	M12	PSMD12	no
Muscle	M12	PTGR2	no
Muscle	M12	PTK9	no
Muscle	M12	PTMA	no
Muscle	M12	PTP4A2	no
Muscle	M12	PTPLA	no
Muscle	M12	PTPLAD2	yes
Muscle	M12	QRFPR	no
Muscle	M12	QRSL1	no
Muscle	M12	RAD51	no
Muscle	M12	RAP1B	no
Muscle	M12	RASSF6	no
Muscle	M12	RAX2	no
Muscle	M12	RAXL1	no
Muscle	M12	RBM18	no
Muscle	M12	RBM3	no
Muscle	M12	RBM39	no
Muscle	M12	RBM6	no
Muscle	M12	REEP5	no
Muscle	M12	RHBDL2	no
Muscle	M12	RHOQ	no
Muscle	M12	RN7SL1	no
Muscle	M12	RNASEH2A	no
Muscle	M12	RNF213	no
Muscle	M12	RNF8	no
Muscle	M12	ROCK2	no
Muscle	M12	RPL36AL	no
Muscle	M12	RPL7L1	yes
Muscle	M12	RPRC1	no
Muscle	M12	RPRD1A	yes
Muscle	M12	RPS11	no
Muscle	M12	RPS19BP1	no
Muscle	M12	RPS24	no
Muscle	M12	RPS27	no
Muscle	M12	RUNDC2C	no
Muscle	M12	RYBP	no
Muscle	M12	SACM1L	no
Muscle	M12	SBF2	no
Muscle	M12	SCARNA3	no
Muscle	M12	SCRN2	no
Muscle	M12	SDHALP1	yes
Muscle	M12	SEC22B	no
Muscle	M12	SEC31A	no
Muscle	M12	SF1	no
Muscle	M12	SF3B14	no
Muscle	M12	SFRS1	no
Muscle	M12	SFRS2IP	no
Muscle	M12	SFRS6	no
Muscle	M12	SHCBP1	no
Muscle	M12	SHROOM4	yes
Muscle	M12	SIGLEC6	no
Muscle	M12	SIT1	no
Muscle	M12	SKI	no
Muscle	M12	SLC16A12	no
Muscle	M12	SLC35E1	no
Muscle	M12	SLC36A4	no
Muscle	M12	SLC39A8	no
Muscle	M12	SLC44A4	yes
Muscle	M12	SLC4A5	no
Muscle	M12	SLC5A1	no
Muscle	M12	SMAD5	no
Muscle	M12	SMCR5	no
Muscle	M12	SNAPC1	no
Muscle	M12	SNHG12	no
Muscle	M12	SNORA18	no
Muscle	M12	SNORA8	no
Muscle	M12	SNORD3D	no
Muscle	M12	SNX3	yes
Muscle	M12	SOS1	no
Muscle	M12	SOS2	no
Muscle	M12	SPC24	no
Muscle	M12	SPG21	no
Muscle	M12	SPINK2	no
Muscle	M12	SPN	no
Muscle	M12	SPTLC1	no
Muscle	M12	SPTLC2	no
Muscle	M12	SRP14	no
Muscle	M12	SRP14P1	no
Muscle	M12	SRPR	no
Muscle	M12	SRPRB	no
Muscle	M12	SSBP4	no
Muscle	M12	SSR3	no
Muscle	M12	SSTR2	no
Muscle	M12	STARD7	no
Muscle	M12	STK24	no
Muscle	M12	SULT1A1	no
Muscle	M12	SYAP1	yes
Muscle	M12	SYNCRIP	no
Muscle	M12	SYNPO2L	no
Muscle	M12	TAF13	no
Muscle	M12	TANK	no
Muscle	M12	TBC1D3B	no
Muscle	M12	TBC1D3C	no
Muscle	M12	TBC1D3G	no
Muscle	M12	TBC1D3H	no
Muscle	M12	TBC1D3I	no
Muscle	M12	TCF12	no
Muscle	M12	TCTN3	no
Muscle	M12	TDP1	no
Muscle	M12	TDRD1	no
Muscle	M12	TERF1	no
Muscle	M12	TIMM23B	no
Muscle	M12	TIPARP	no
Muscle	M12	TIPRL	no
Muscle	M12	TMEM106A	yes
Muscle	M12	TMEM137	no
Muscle	M12	TMEM156	no
