Tissue	Module	Symbol	is.hub
Muscle	M10	FBXO18	no
Muscle	M10	FBXO28	no
Muscle	M10	FEM1B	no
Muscle	M10	FIBP	no
Muscle	M10	FIGNL1	no
Muscle	M10	FKTN	no
Muscle	M10	FLJ20718	no
Muscle	M10	FLJ22222	no
Muscle	M10	FLJ22662	no
Muscle	M10	FLJ41200	no
Muscle	M10	FLJ41481	no
Muscle	M10	FNBP4	no
Muscle	M10	FNTA	no
Muscle	M10	FOXD4L4	no
Muscle	M10	FSD1L	no
Muscle	M10	FZD7	no
Muscle	M10	G0S2	no
Muscle	M10	GABPA	no
Muscle	M10	GBX1	no
Muscle	M10	GDAP1	no
Muscle	M10	GFM2	no
Muscle	M10	GGPS1	no
Muscle	M10	GLT8D1	no
Muscle	M10	GMCL1	no
Muscle	M10	GNAQ	no
Muscle	M10	GNG12	no
Muscle	M10	GNL3	no
Muscle	M10	GOLGA6B	no
Muscle	M10	GPBP1	no
Muscle	M10	GPN3	no
Muscle	M10	GPR89A	no
Muscle	M10	GPR89B	no
Muscle	M10	GPR89C	no
Muscle	M10	GRINL1A	yes
Muscle	M10	GSTO1	no
Muscle	M10	GTF2H3	no
Muscle	M10	GTF2I	yes
Muscle	M10	GTF2IRD2	no
Muscle	M10	GTF2IRD2P	no
Muscle	M10	GUF1	no
Muscle	M10	H2AFV	no
Muscle	M10	HCN1	no
Muscle	M10	HDHD3	no
Muscle	M10	HDLBP	no
Muscle	M10	HEATR3	no
Muscle	M10	HECA	no
Muscle	M10	HERC3	no
Muscle	M10	HEY1	no
Muscle	M10	HIAT1	no
Muscle	M10	HIPK3	yes
Muscle	M10	HIST1H4H	no
Muscle	M10	HNRNPA1	no
Muscle	M10	HNRNPA3	no
Muscle	M10	HNRNPK	no
Muscle	M10	HNRPA1P4	no
Muscle	M10	HNRPDL	no
Muscle	M10	HP1BP3	no
Muscle	M10	HPRT1	no
Muscle	M10	HSCB	no
Muscle	M10	HSF2	no
Muscle	M10	HSGT1	no
Muscle	M10	HSPA4L	no
Muscle	M10	IDE	no
Muscle	M10	IKZF5	no
Muscle	M10	IMMP2L	no
Muscle	M10	ING3	no
Muscle	M10	INMT	no
Muscle	M10	INO80B	no
Muscle	M10	IP6K1	no
Muscle	M10	IPO7	no
Muscle	M10	IPW	no
Muscle	M10	IQCB1	no
Muscle	M10	IREB2	no
Muscle	M10	ITFG1	no
Muscle	M10	JAK1	no
Muscle	M10	JMJD2C	no
Muscle	M10	JRKL	no
Muscle	M10	JUP	no
Muscle	M10	KBTBD10	no
Muscle	M10	KBTBD4	no
Muscle	M10	KBTBD9	no
Muscle	M10	KCMF1	yes
Muscle	M10	KCNQ2	no
Muscle	M10	KCNQ5	no
Muscle	M10	KIAA0251	no
Muscle	M10	KIAA1128	no
Muscle	M10	KIAA1632	no
Muscle	M10	KIAA2010	no
Muscle	M10	KIF5B	no
Muscle	M10	KIFC2	no
Muscle	M10	KLHDC1	no
Muscle	M10	KLHDC10	no
Muscle	M10	KLHL29	no
Muscle	M10	KRR1	no
Muscle	M10	LBR	no
Muscle	M10	LEMD3	no
Muscle	M10	LGR4	no
Muscle	M10	LIPT1	no
Muscle	M10	LLPH	no
Muscle	M10	LNPEP	no
Muscle	M10	LOC100127999	no
Muscle	M10	LOC100128016	no
Muscle	M10	LOC100128356	no
Muscle	M10	LOC100128640	no
Muscle	M10	LOC100128689	no
Muscle	M10	LOC100129095	no
Muscle	M10	LOC100129342	no
Muscle	M10	LOC100129585	no
Muscle	M10	LOC100130503	no
Muscle	M10	LOC100130542	no
Muscle	M10	LOC100130550	no
Muscle	M10	LOC100130561	no
Muscle	M10	LOC100131360	no
Muscle	M10	LOC100131531	no
Muscle	M10	LOC100131609	yes
Muscle	M10	LOC100131735	yes
Muscle	M10	LOC100132106	no
Muscle	M10	LOC100132119	no
Muscle	M10	LOC100132287	no
Muscle	M10	LOC100132289	no
Muscle	M10	LOC100132485	no
Muscle	M10	LOC100132488	no
Muscle	M10	LOC100132528	no
Muscle	M10	LOC100132797	yes
Muscle	M10	LOC100133224	no
Muscle	M10	LOC100133372	yes
Muscle	M10	LOC100133463	no
Muscle	M10	LOC100133981	no
Muscle	M10	LOC100134261	no
Muscle	M10	LOC100134300	no
Muscle	M10	LOC100134330	no
Muscle	M10	LOC100134648	no
Muscle	M10	LOC341784	no
Muscle	M10	LOC387820	no
Muscle	M10	LOC388275	no
Muscle	M10	LOC388681	no
Muscle	M10	LOC389873	no
Muscle	M10	LOC390551	no
Muscle	M10	LOC390834	no
Muscle	M10	LOC391045	no
Muscle	M10	LOC399804	no
Muscle	M10	LOC400506	no
Muscle	M10	LOC400831	no
Muscle	M10	LOC401180	no
Muscle	M10	LOC401397	no
Muscle	M10	LOC402112	no
Muscle	M10	LOC440349	no
Muscle	M10	LOC440350	no
Muscle	M10	LOC440354	no
Muscle	M10	LOC441050	no
Muscle	M10	LOC441155	no
Muscle	M10	LOC441193	no
Muscle	M10	LOC441511	no
Muscle	M10	LOC441632	no
Muscle	M10	LOC442041	no
Muscle	M10	LOC572558	no
Muscle	M10	LOC641806	no
Muscle	M10	LOC642197	no
Muscle	M10	LOC642513	no
Muscle	M10	LOC642732	no
Muscle	M10	LOC642780	no
Muscle	M10	LOC642817	no
Muscle	M10	LOC643167	no
Muscle	M10	LOC643300	no
Muscle	M10	LOC643310	no
Muscle	M10	LOC643446	no
Muscle	M10	LOC643668	no
Muscle	M10	LOC643836	no
Muscle	M10	LOC643888	no
Muscle	M10	LOC644063	yes
Muscle	M10	LOC644295	no
Muscle	M10	LOC644334	no
Muscle	M10	LOC644584	no
Muscle	M10	LOC644684	no
Muscle	M10	LOC644799	no
Muscle	M10	LOC644944	no
Muscle	M10	LOC645276	no
Muscle	M10	LOC645385	no
Muscle	M10	LOC645430	no
Muscle	M10	LOC645436	no
Muscle	M10	LOC645515	no
Muscle	M10	LOC645600	no
Muscle	M10	LOC645822	no
Muscle	M10	LOC645963	no
Muscle	M10	LOC646093	no
Muscle	M10	LOC646144	no
Muscle	M10	LOC646210	no
Muscle	M10	LOC646426	no
Muscle	M10	LOC646920	no
Muscle	M10	LOC647044	no
Muscle	M10	LOC647474	no
Muscle	M10	LOC648210	no
Muscle	M10	LOC648494	no
Muscle	M10	LOC648695	no
Muscle	M10	LOC648927	no
Muscle	M10	LOC649752	no
Muscle	M10	LOC649821	no
Muscle	M10	LOC650111	no
Muscle	M10	LOC650132	no
Muscle	M10	LOC650215	no
Muscle	M10	LOC650546	no
Muscle	M10	LOC651316	no
Muscle	M10	LOC651777	no
Muscle	M10	LOC652094	no
Muscle	M10	LOC652324	no
Muscle	M10	LOC652455	no
Muscle	M10	LOC652458	no
Muscle	M10	LOC652647	no
Muscle	M10	LOC652773	no
Muscle	M10	LOC652815	no
Muscle	M10	LOC652826	no
Muscle	M10	LOC653105	no
Muscle	M10	LOC653119	no
Muscle	M10	LOC653234	no
Muscle	M10	LOC653479	no
Muscle	M10	LOC653557	no
Muscle	M10	LOC653803	no
Muscle	M10	LOC653994	no
Muscle	M10	LOC654000	no
Muscle	M10	LOC654126	no
Muscle	M10	LOC654174	no
Muscle	M10	LOC727927	no
Muscle	M10	LOC728059	no
Muscle	M10	LOC728467	no
Muscle	M10	LOC728505	no
Muscle	M10	LOC728532	no
Muscle	M10	LOC728608	no
Muscle	M10	LOC728643	no
Muscle	M10	LOC728732	no
Muscle	M10	LOC728802	yes
Muscle	M10	LOC729102	no
Muscle	M10	LOC729264	no
Muscle	M10	LOC729423	no
Muscle	M10	LOC729708	no
Muscle	M10	LOC729852	no
Muscle	M10	LOC729992	no
Muscle	M10	LOC730020	no
Muscle	M10	LOC730102	no
Muscle	M10	LOC730167	yes
Muscle	M10	LOC730246	no
Muscle	M10	LOC730281	no
Muscle	M10	LOC730358	no
Muscle	M10	LOC731777	yes
Muscle	M10	LOC731954	no
Muscle	M10	LOC732381	no
Muscle	M10	LRCH3	no
Muscle	M10	LRRC40	no
Muscle	M10	LYRM2	no
Muscle	M10	MAD2L2	no
Muscle	M10	MAGI1	no
Muscle	M10	MAP4K3	yes
Muscle	M10	MAPK1	no
Muscle	M10	MAPK14	no
Muscle	M10	MAPK9	no
Muscle	M10	MARCH2	no
Muscle	M10	MASP1	no
Muscle	M10	MBNL1	no
Muscle	M10	MCCC2	no
Muscle	M10	MDFIC	no
Muscle	M10	MED23	no
Muscle	M10	MED27	no
Muscle	M10	MED7	no
Muscle	M10	MEF2A	no
Muscle	M10	MEGF9	no
Muscle	M10	MESP1	no
Muscle	M10	METTL14	no
Muscle	M10	MFAP3	no
Muscle	M10	MGEA5	no
Muscle	M10	MIER3	no
Muscle	M10	MIOS	no
Muscle	M10	MKI67IP	no
Muscle	M10	MKS1	no
Muscle	M10	MLL3	no
Muscle	M10	MMAA	no
Muscle	M10	MOBK1B	no
Muscle	M10	MOCS2	yes
Muscle	M10	MOGS	no
Muscle	M10	MORC3	yes
Muscle	M10	MORF4L2	no
Muscle	M10	MPP7	no
Muscle	M10	MRPL30	no
Muscle	M10	MRPS14	no
Muscle	M10	MRS2	no
Muscle	M10	MSI2	no
Muscle	M10	MTHFSD	no
Muscle	M10	MTMR3	no
Muscle	M10	MTUS1	no
Muscle	M10	MYPN	no
Muscle	M10	N6AMT2	no
Muscle	M10	NAT12	no
Muscle	M10	NBR1	no
Muscle	M10	NCK1	no
Muscle	M10	NCKAP1	no
Muscle	M10	NCOA2	no
Muscle	M10	NCOR1	yes
Muscle	M10	NEK10	no
Muscle	M10	NEK7	yes
Muscle	M10	NFKBIB	no
Muscle	M10	NGDN	no
Muscle	M10	NGLY1	no
Muscle	M10	NHLRC2	no
Muscle	M10	NLE1	no
Muscle	M10	NOLC1	no
Muscle	M10	NPEPPS	no
Muscle	M10	NR2C1	no
Muscle	M10	NR2C2	no
Muscle	M10	NSD1	no
Muscle	M10	NT5DC1	no
Muscle	M10	NUDT21	no
Muscle	M10	NUP133	no
Muscle	M10	NUP160	no
Muscle	M10	NUP35	no
Muscle	M10	NUP50	no
Muscle	M10	NUP54	no
Muscle	M10	NXNL1	no
Muscle	M10	OLFM4	no
Muscle	M10	OPRL1	no
Muscle	M10	P2RY1	no
Muscle	M10	PAAF1	no
Muscle	M10	PAPD4	no
Muscle	M10	PAPSS2	no
Muscle	M10	PARG	no
Muscle	M10	PARK2	no
Muscle	M10	PATE3	no
Muscle	M10	PBRM1	no
Muscle	M10	PCDHGC3	no
Muscle	M10	PCGF5	no
Muscle	M10	PCGF6	no
Muscle	M10	PCMTD2	no
Muscle	M10	PDE4D	no
Muscle	M10	PDK3	no
Muscle	M10	PEF1	no
Muscle	M10	PEX16	no
Muscle	M10	PFDN1	no
Muscle	M10	PGPEP1	no
Muscle	M10	PHC2	no
Muscle	M10	PHF20L1	no
Muscle	M10	PIAS2	no
Muscle	M10	PIK3CB	no
Muscle	M10	PIM3	no
Muscle	M10	PINX1	no
Muscle	M10	PION	no
Muscle	M10	PIPSL	no
Muscle	M10	PLA2G12A	no
Muscle	M10	PLA2G16	no
Muscle	M10	PLEKHA3	no
Muscle	M10	PLEKHF2	no
Muscle	M10	PLGLA	no
Muscle	M10	PLGLB1	no
Muscle	M10	POLR2B	no
Muscle	M10	POT1	no
Muscle	M10	PPIAP19	no
Muscle	M10	PPM1A	no
Muscle	M10	PPP1R3B	no
Muscle	M10	PPP2R5C	no
Muscle	M10	PPP2R5E	no
Muscle	M10	PRDX3	no
Muscle	M10	PRELID1	no
Muscle	M10	PRKAR1A	no
Muscle	M10	PRKCZ	no
Muscle	M10	PRPF4B	no
Muscle	M10	PSMA3	no
Muscle	M10	PSMC1	no
Muscle	M10	PSMC4	yes
Muscle	M10	PSMD10	no
Muscle	M10	PSMD6	no
Muscle	M10	PTPN2	no
Muscle	M10	PTPN20A	no
Muscle	M10	PTPN21	no
Muscle	M10	RAB4A	yes
Muscle	M10	RABGGTB	no
Muscle	M10	RABL3	no
Muscle	M10	RAP1A	no
Muscle	M10	RB1	no
Muscle	M10	RBAK	no
Muscle	M10	RBL1	no
Muscle	M10	RBM24	yes
Muscle	M10	RBM4	no
Muscle	M10	RBM41	no
Muscle	M10	RBMX	yes
Muscle	M10	RC3H2	no
Muscle	M10	RCHY1	no
Muscle	M10	RCN2	no
Muscle	M10	REC8	no
Muscle	M10	REEP3	no
Muscle	M10	REST	no
Muscle	M10	REV3L	no
Muscle	M10	RFESD	no
Muscle	M10	RFXAP	no
Muscle	M10	RGPD2	no
Muscle	M10	RGPD8	no
Muscle	M10	RHBDD2	no
Muscle	M10	RHEB	no
Muscle	M10	RICS	no
Muscle	M10	RIOK2	no
Muscle	M10	RNF146	no
Muscle	M10	RNF160	no
Muscle	M10	RNF4	no
Muscle	M10	RNF6	no
Muscle	M10	RNFT1	no
Muscle	M10	RP2	no
Muscle	M10	RPA2	no
Muscle	M10	RPAP3	no
Muscle	M10	RPE	no
Muscle	M10	RPL11	no
Muscle	M10	RPL14	no
Muscle	M10	RPL15	no
Muscle	M10	RPL22	no
Muscle	M10	RPL37A	no
Muscle	M10	RPL39	no
Muscle	M10	RPL8	no
Muscle	M10	RPS6KA3	yes
Muscle	M10	RRM2B	yes
Muscle	M10	RSBN1	no
Muscle	M10	RWDD3	no
Muscle	M10	SBDSP	no
Muscle	M10	SCML1	no
Muscle	M10	SCP2	yes
Muscle	M10	SCRN3	no
Muscle	M10	SCYL3	no
Muscle	M10	SDCCAG8	no
Muscle	M10	SDF2L1	no
Muscle	M10	SEC14L1	no
Muscle	M10	SEH1L	no
Muscle	M10	SELS	no
Muscle	M10	SENP6	no
Muscle	M10	SEPX1	no
Muscle	M10	SERPINF1	no
Muscle	M10	SETD7	no
Muscle	M10	SF3B1	no
Muscle	M10	SFMBT1	no
Muscle	M10	SGMS1	no
Muscle	M10	SH3GLB1	no
Muscle	M10	SIP1	no
Muscle	M10	SIRT1	yes
Muscle	M10	SKP1	no
Muscle	M10	SKP1A	no
Muscle	M10	SLC10A7	no
Muscle	M10	SLC25A24	no
Muscle	M10	SLC25A30	no
Muscle	M10	SLC25A36	no
Muscle	M10	SLC25A46	no
Muscle	M10	SLC25A6	no
Muscle	M10	SLC30A6	no
Muscle	M10	SLC35A3	no
Muscle	M10	SLC38A6	no
Muscle	M10	SLC39A6	no
Muscle	M10	SLC40A1	no
Muscle	M10	SLN	no
Muscle	M10	SMA5	no
Muscle	M10	SMC3	no
Muscle	M10	SMPDL3A	no
Muscle	M10	SMYD2	no
Muscle	M10	SNAP23	no
Muscle	M10	SNHG4	no
Muscle	M10	SNORA21	no
Muscle	M10	SNORA61	no
Muscle	M10	SNORD6	no
Muscle	M10	SNRNP27	no
Muscle	M10	SNRPN	no
Muscle	M10	SNURF	no
Muscle	M10	SNX12	no
Muscle	M10	SNX5	no
Muscle	M10	SOCS3	no
Muscle	M10	SOCS6	no
Muscle	M10	SPESP1	no
Muscle	M10	SPPL3	no
Muscle	M10	SR140	no
Muscle	M10	SRP19	no
Muscle	M10	SRP54	no
Muscle	M10	SSR4	no
Muscle	M10	ST8SIA4	no
Muscle	M10	STAG3L1	no
Muscle	M10	STARD3NL	no
Muscle	M10	STK35	no
Muscle	M10	STT3B	yes
Muscle	M10	STXBP3	no
Muscle	M10	STXBP6	no
Muscle	M10	SUV420H1	no
Muscle	M10	SYF2	yes
Muscle	M10	SYNPO2	yes
Muscle	M10	TAF1	no
Muscle	M10	TAF9L	no
Muscle	M10	TAOK1	no
Muscle	M10	TBC1D23	no
Muscle	M10	TCEA1	no
Muscle	M10	TFRC	no
Muscle	M10	THAP1	no
Muscle	M10	THRAP3	no
Muscle	M10	TIA1	no
Muscle	M10	TIAL1	no
Muscle	M10	TLK1	no
Muscle	M10	TLK2	no
Muscle	M10	TM6SF1	no
Muscle	M10	TM7SF2	no
Muscle	M10	TMEFF2	no
Muscle	M10	TMEM149	no
Muscle	M10	TMEM168	no
Muscle	M10	TMEM19	no
Muscle	M10	TMEM209	no
Muscle	M10	TMEM38B	no
Muscle	M10	TMEM4	no
Muscle	M10	TMEM56	no
Muscle	M10	TMF1	no
Muscle	M10	TNKS	no
Muscle	M10	TOMM20	no
Muscle	M10	TOP1MT	no
Muscle	M10	TOR1AIP1	no
Muscle	M10	TPT1	no
Muscle	M10	TRAPPC2P1	no
Muscle	M10	TRDN	no
Muscle	M10	TRIL	no
Muscle	M10	TRIM23	no
Muscle	M10	TRIM43	no
Muscle	M10	TRIM61	no
Muscle	M10	TRUB1	no
Muscle	M10	TSEN15	no
Muscle	M10	TSNAX	no
Muscle	M10	TSPAN3	no
Muscle	M10	TSTA3	no
Muscle	M10	TTF1	no
Muscle	M10	TUB	no
Muscle	M10	TUBGCP4	no
Muscle	M10	TUSC2	no
Muscle	M10	TXNRD1	yes
Muscle	M10	UACA	no
Muscle	M10	UBA3	no
Muscle	M10	UBA5	no
Muscle	M10	UBE1DC1	no
Muscle	M10	UBE2D3	no
Muscle	M10	UBE2G1	no
Muscle	M10	UBR1	no
Muscle	M10	UBR2	no
Muscle	M10	UBR3	yes
Muscle	M10	UBTD2	no
Muscle	M10	UEVLD	no
Muscle	M10	UFM1	no
Muscle	M10	UHRF1BP1L	no
Muscle	M10	UNC84A	yes
Muscle	M10	UPP1	no
Muscle	M10	USP22	no
Muscle	M10	USP48	no
Muscle	M10	USP53	no
Muscle	M10	USP6	no
Muscle	M10	USP8	no
Muscle	M10	UTP18	no
Muscle	M10	UTRN	no
Muscle	M10	UTX	no
Muscle	M10	UXS1	no
Muscle	M10	VASP	no
Muscle	M10	VEZT	no
Muscle	M10	VIPR2	no
Muscle	M10	VOPP1	no
Muscle	M10	VPS13A	no
Muscle	M10	VPS13C	no
Muscle	M10	VPS29	no
Muscle	M10	WARS	no
Muscle	M10	WASH3P	no
Muscle	M10	WDR40B	no
Muscle	M10	WDR43	no
Muscle	M10	WDR47	no
Muscle	M10	WDR55	no
Muscle	M10	WHAMM	no
Muscle	M10	XPO7	no
Muscle	M10	XPOT	no
Muscle	M10	XRCC5	no
Muscle	M10	YIF1B	no
Muscle	M10	YME1L1	yes
Muscle	M10	YPEL1	no
Muscle	M10	ZBTB25	no
Muscle	M10	ZBTB38	no
Muscle	M10	ZBTB41	no
Muscle	M10	ZC3H14	no
Muscle	M10	ZC3H7A	no
Muscle	M10	ZCCHC11	no
Muscle	M10	ZCCHC8	no
Muscle	M10	ZEB1	no
Muscle	M10	ZFAND6	yes
Muscle	M10	ZFPM2	no
Muscle	M10	ZFX	no
Muscle	M10	ZMYM5	no
Muscle	M10	ZNF143	no
Muscle	M10	ZNF155	no
Muscle	M10	ZNF182	no
Muscle	M10	ZNF200	no
Muscle	M10	ZNF23	no
Muscle	M10	ZNF248	no
Muscle	M10	ZNF277	no
Muscle	M10	ZNF330	no
Muscle	M10	ZNF404	no
Muscle	M10	ZNF419	no
Muscle	M10	ZNF429	no
Muscle	M10	ZNF510	no
Muscle	M10	ZNF567	no
Muscle	M10	ZNF641	no
Muscle	M10	ZNF650	yes
Muscle	M10	ZNF664	no
Muscle	M10	ZNF830	no
Muscle	M10	ZRANB1	no
Muscle	M10	ZRSR2	no
Muscle	M100	ACAT2	no
Muscle	M100	AEBP2	no
Muscle	M100	AHSA1	no
Muscle	M100	ARNT	no
Muscle	M100	ARPC3	yes
Muscle	M100	ATRX	no
Muscle	M100	B3GNT6	no
Muscle	M100	BLMH	no
Muscle	M100	BRD1	no
Muscle	M100	BSDC1	no
Muscle	M100	CCNT2	no
Muscle	M100	CDK2AP1	no
Muscle	M100	CENTG2	no
Muscle	M100	CFDP1	no
Muscle	M100	DDOST	yes
Muscle	M100	DDX23	no
Muscle	M100	DDX3X	no
Muscle	M100	ELOVL1	no
Muscle	M100	EXTL1	no
Muscle	M100	FKBP2	no
Muscle	M100	FUBP3	no
Muscle	M100	GTF2H4	no
Muscle	M100	HIPK2	no
Muscle	M100	HNRNPH2	yes
Muscle	M100	KAZALD1	no
Muscle	M100	KCNMB4	no
Muscle	M100	LOC440093	no
Muscle	M100	LOC441131	no
Muscle	M100	LOC649580	no
Muscle	M100	LOC649917	no
Muscle	M100	LOC729841	yes
Muscle	M100	LRP11	no
Muscle	M100	M6PR	no
Muscle	M100	MAGEA6	no
Muscle	M100	MCOLN1	no
Muscle	M100	MED13L	no
Muscle	M100	NBN	no
Muscle	M100	NCBP2	no
Muscle	M100	ORC2L	no
Muscle	M100	PIP4K2B	no
Muscle	M100	PKD1L1	no
Muscle	M100	PSPH	no
Muscle	M100	RASSF1	no
Muscle	M100	SFRS5	no
Muscle	M100	SH3KBP1	no
Muscle	M100	SPOPL	no
Muscle	M100	TAF15	no
Muscle	M100	TAF1L	no
