row	col	weight
X52474	X39271	0.68782065207932
X52452	X63	0.687171141902415
X19130	X52461	0.686806225350969
X39837	X62923	0.686409449648776
X52916	X46390	0.686296844130941
X20693	X27738	0.686005907890214
X48491	X52435	0.685944793122764
X34424	X18335	0.685148494436133
X57481	X57479	0.685113791437007
X39609	X32426	0.684555467048927
X62292	X33935	0.684317505504107
X32391	X18335	0.684015607151307
X62286	X44876	0.683242546844654
X52616	X52449	0.682762523538412
X46165	X36845	0.682552047985904
X48341	X27447	0.681464371207871
X63057	X46977	0.681178792470861
X43591	X33943	0.681097391139503
X1712	X1769	0.681019450789591
X62064	X27710	0.680938638158218
X48341	X32506	0.680452693629553
X52615	X37529	0.68033464081333
X35186	X35631	0.679817700830501
X36600	X48258	0.679791634977968
X32457	X47820	0.679772178747307
X62279	X42087	0.679647182212972
X63358	X32457	0.679561257000329
X62291	X33935	0.679508557057269
X37183	X37209	0.679185490216641
X32346	X42574	0.67901467817903
X37202	X37211	0.678963219258442
X61840	X48182	0.678732738720243
X52434	X57476	0.678697737821387
X48782	X33442	0.678676250528481
X62915	X32398	0.678491392725524
X1642	X32492	0.678485021019647
X41494	X45404	0.678435464911736
X62295	X62297	0.678300960061529
X36103	X52852	0.678134212700369
X32599	X46512	0.677879619969339
X32562	X62922	0.677871316359779
X53230	X47820	0.677857456177856
X32586	X54877	0.677817046924952
X52682	X52477	0.677758060118338
X22001	X31943	0.677756274946477
X53231	X48076	0.677397483055342
X47120	X33447	0.677296736715841
X62558	X62566	0.676793703295121
X43493	X40473	0.676614215185749
X39837	X61862	0.676530255377632
X33968	X33447	0.676163728345045
X63358	X46398	0.67610400982451
X32586	X46914	0.675954882526498
X18476	X42574	0.675954545308403
X48841	X35126	0.675874941922477
X46662	X47872	0.675802736010577
X22053	X47820	0.6756283136978
X31675	X22138	0.675607970157248
X37190	X43591	0.675236308658758
X47076	X20676	0.674990501557167
X15730	X47993	0.674747126035347
X57521	X35160	0.674726832974448
X47820	X49555	0.674706249800192
X52474	X33228	0.674665138263709
X18362	X15730	0.673647187076067
X38102	X1336	0.673526596646461
X35527	X48429	0.672815834836624
X61840	X33952	0.671989853551893
X32425	X38170	0.671960420936932
X32346	X39379	0.67188496363556
X37506	X47153	0.67163046528787
X62064	X61798	0.671361984717567
X62924	X48782	0.670982800679316
X38116	X46466	0.67097108228563
X36103	X52925	0.670804290735463
X57416	X42459	0.670586464136634
X52603	X52452	0.670260267573963
X52434	X47153	0.670118036538733
X32398	X15730	0.670064529884857
X32457	X61843	0.670021122642946
X57513	X34409	0.669841420128831
X37482	X32619	0.669604952862644
X34397	X21184	0.669490872429764
X63357	X15730	0.669138179438046
X48885	X48187	0.669117695302401
X57515	X57517	0.668877148375007
X43264	X32198	0.66880079037815
X37192	X48187	0.66873387768775
X22138	X43591	0.668577929848047
X37192	X37211	0.668377491018607
X52449	X63	0.668138939228752
X61871	X52877	0.66770634540997
X36746	X37202	0.667644734042048
X47695	X52839	0.66748123981311
X57443	X54979	0.667327057984952
X61864	X48048	0.667208248274429
X62145	X46266	0.667113550294592
X53026	X46602	0.666996011709198
X53231	X46685	0.666919766118954
X46398	X47783	0.666438521210399
X46144	X34384	0.666345066184665
X46602	X46266	0.666331864254727
X46115	X46409	0.666249296976261
X57554	X57655	0.666231150474419
X63357	X32398	0.666183806040193
X62924	X35157	0.665910775324393
X1563	X34093	0.665785712035671
X57475	X57478	0.665634213448656
X48490	X57478	0.665473550701831
X62557	X63660	0.665364483694791
X49512	X52501	0.665125489183878
X52438	X63	0.66491499957919
X53026	X47671	0.664145725313502
X1126	X37063	0.663362162659967
X1591	X2829	0.663141510804123
X18368	X485	0.663059410543192
X37184	X46516	0.663036970547526
X43255	X33942	0.662784774549243
X46595	X57718	0.662759680945202
X48341	X21184	0.662381171737655
X63650	X49557	0.662361196859644
X62146	X49557	0.662353167525764
X35675	X1110	0.662186899505713
X46709	X46384	0.662063869510367
X34396	X1600	0.661992907477761
X52438	X42448	0.66182045067979
X63589	X46390	0.661820223165815
X52470	X63152	0.661697220245872
X53223	X44681	0.66138478631052
X52984	X32198	0.661041006188612
X52616	X47153	0.660819594604976
X38754	X62060	0.660792234961274
X3155	X39603	0.66073570143714
X63357	X47993	0.660507561194528
X52682	X52713	0.660483629767847
X63589	X46594	0.660338384657819
X49512	X63332	0.660315727881681
X32457	X22001	0.660240562136655
X37190	X37210	0.659533823864517
X40008	X40475	0.659522625146157
X20676	X49532	0.659355985596549
X52616	X57330	0.659344508758679
X18369	X1649	0.658958318751786
X43400	X396	0.658739559880231
X62060	X48351	0.658723714628033
X35159	X41754	0.657983341117034
X61840	X35160	0.657861058058566
X34214	X19324	0.657710517642261
X12129	X35433	0.657385018114081
X39831	X61862	0.657154033543294
X37203	X62922	0.657057187418882
X43549	X52772	0.65682254310289
X52474	X39270	0.656203565728348
X48841	X52852	0.65595117039282
X34404	X48448	0.655911072879537
X52483	X62636	0.655881362511754
X62923	X46384	0.655686336132988
X1125	X1649	0.655107047778985
X35159	X46972	0.654642884212415
X37190	X39603	0.654595209783614
X39270	X37455	0.65424828690567
X37076	X1591	0.654138193549228
X57512	X35160	0.654087178995913
X1417	X15679	0.653979290843665
X32807	X36850	0.653454692033684
X52916	X46384	0.65338101653286
X32425	X52867	0.653218008008362
X61871	X47988	0.652967661396196
X57521	X34409	0.652811321740847
X52434	X57473	0.652742084721398
X33971	X33968	0.651934179873153
X62863	X63583	0.651924934693282
X19130	X63	0.651016436755176
X52452	X52438	0.651001816247717
X46640	X46398	0.65083212417549
X35437	X35107	0.650692686335628
X36602	X35305	0.65056125562462
X40008	X47301	0.650402276558613
X19263	X52470	0.650053555994484
X62922	X52865	0.650020604907312
X63650	X62146	0.649886746082299
X36103	X57745	0.649882667371465
X57518	X46223	0.649819450230804
X57483	X47154	0.649623096827306
X47671	X46674	0.649507027574419
X32342	X1123	0.6494316717722
X48425	X49517	0.649422040370727
X48141	X42382	0.649301226175858
X35678	X61861	0.649043001017256
X48885	X33943	0.648831691408583
X22053	X61843	0.648566764467803
X62528	X61872	0.648414583851964
X62783	X52839	0.648296484540791
X54955	X52634	0.64826915671989
X18368	X41754	0.647819203115694
X63358	X48182	0.647519381866811
X53013	X47153	0.647350283852723
X514	X63592	0.647122728791184
X53010	X52437	0.64688822293325
X33968	X62873	0.646611135379703
X57365	X62152	0.646605213911179
X485	X62521	0.646441446231404
X21184	X52431	0.646174829766631
X1645	X1365	0.64587030194903
X35153	X32506	0.64559970527857
X42450	X63	0.645361412587586
X37202	X43591	0.645166360011655
X46266	X47671	0.645132613539281
X47929	X47959	0.645004645628102
X32807	X62889	0.645002090379725
X57664	X39732	0.644880858110964
X46390	X46608	0.644846565838508
X37183	X57714	0.644601589423451
X63590	X63687	0.644585363014852
X46700	X57716	0.644130937151973
X32342	X18368	0.643771750502496
X57513	X57519	0.643771182200085
X37203	X62921	0.643745741048738
X48782	X32377	0.643420277856406
X34395	X18335	0.643339516244336
X19266	X53261	0.643100353556723
X57516	X57515	0.643031627859002
X34456	X18369	0.642663756560748
X57754	X62151	0.642465108976934
X46661	X62636	0.642089946769442
X43374	X46973	0.641881324846899
X48341	X19266	0.641662856727149
X48351	X35137	0.641512697644985
X57483	X42463	0.64149126447425
X43264	X33963	0.641016565988253
X6146	X31943	0.640915201248877
X62915	X48048	0.640708349777961
X46972	X53127	0.640535592770661
X35153	X27447	0.640533656296459
X37203	X52865	0.640280458405168
X48047	X46905	0.639896245911999
X41754	X62521	0.639520152752298
X1516	X52501	0.639327954466583
X21184	X21232	0.639184564320981
X53013	X52437	0.639002622948294
X2734	X1299	0.638491106593913
X37431	X49704	0.638125332112315
X36594	X35305	0.637970829791696
X62533	X38661	0.637862055775762
X63057	X15679	0.637701387598506
X37211	X62922	0.637313847780648
X36808	X62060	0.636487343473265
X52865	X52867	0.636280622244124
X42002	X47342	0.63626177858284
X63612	X47788	0.636151584166114
X19130	X52434	0.636108300739175
X52281	X37190	0.636071830032907
X32599	X46516	0.636038674066897
X52916	X57718	0.63591921082998
X32197	X18349	0.635682798897776
X63688	X62526	0.635644624759437
X52461	X19263	0.635632778702708
X63617	X63683	0.635127772649847
X52465	X19263	0.634780999287922
X34397	X1110	0.634754671009149
X61873	X36845	0.634725590954515
X32807	X62749	0.634169573607114
X528	X46661	0.633931863791414
X43343	X62059	0.633847770349812
X52974	X62890	0.63333404895064
X48757	X43549	0.633041698877072
X18362	X46960	0.632983840205316
X43256	X46646	0.632718965992955
X57516	X57517	0.63259668784257
X18476	X18477	0.632522202054227
X63254	X47101	0.632452451961037
X33953	X33942	0.632177718457751
X19130	X47153	0.632062522424925
X33953	X48434	0.63184000476883
X52449	X52468	0.63160224759345
X42446	X63	0.631504849673868
X32457	X47783	0.631235523556976
X541	X55017	0.631096732259426
X57372	X44877	0.630894544945506
X19263	X52669	0.630680142100973
X52603	X52710	0.630459123320199
X42382	X37058	0.630360022296713
X34404	X31536	0.629760229312739
X52914	X48698	0.629482841427443
X443	X57	0.629482121608808
X62520	X61873	0.629403259527521
X62805	X62060	0.629300807249956
X37190	X33973	0.629084446386008
X52929	X32578	0.628927355978272
X32462	X42092	0.628804849616311
X31943	X32388	0.628674029895677
X19324	X19266	0.628579782569322
X53231	X46909	0.628525166900516
X53026	X52929	0.628216070437824
X39732	X38102	0.628035980231432
X54955	X46798	0.6279138356748
X63589	X46595	0.627450944199751
X39271	X37455	0.627327123766554
X52281	X37192	0.627093130682919
X52478	X37506	0.627077029532873
X44877	X48490	0.626357116296292
X53010	X37506	0.626099234268234
X53010	X47153	0.625607064694192
X34534	X46640	0.625526413956429
X62946	X46646	0.624963617383118
X47478	X47493	0.624938929339159
X15676	X22132	0.624738546454164
X61702	X598	0.624018406076766
X63251	X47872	0.623671280497864
X19324	X53261	0.623477130474088
X15676	X60	0.623336054482927
X62146	X32578	0.623169586528
X57745	X52025	0.623013107961341
X52286	X52790	0.622905796804604
X27738	X52661	0.622860281649502
X52464	X52466	0.622774584541527
X19266	X57464	0.622584851356719
X41754	X53127	0.622528088273097
X52470	X33013	0.622515577515815
X62946	X15677	0.621972778931908
X19266	X53262	0.621780164559927
X52747	X32553	0.621399469128182
X47802	X47804	0.621219266517096
X61862	X61861	0.620757741185168
X62068	X49704	0.620564230616672
X63361	X63358	0.620310508271925
X62783	X47695	0.619997574987836
X46610	X49532	0.619879688580346
X42446	X52468	0.619537961038373
X52916	X57720	0.619467844755486
X62528	X62520	0.619323800365024
X33422	X64	0.619182111095496
X34393	X21184	0.618849292393185
X46613	X47971	0.618382276607511
X57440	X57475	0.618153340911763
X46259	X47011	0.618120432707709
X57518	X35160	0.617753770780437
X52716	X52436	0.617699787543239
X53230	X63660	0.61762118733608
X52281	X47014	0.617602718173353
X52470	X52438	0.617220954333067
X22132	X60	0.617210095372501
X32425	X46409	0.61658985438301
X54956	X57373	0.616577467813092
X43258	X62309	0.616474772349513
X48141	X41754	0.61602796865777
X48187	X15772	0.616001637087374
X61833	X35130	0.615865115700284
X37482	X37207	0.615780970052988
X52608	X52285	0.615433251696274
X44872	X1302	0.615071625284595
X36095	X46710	0.614939207951059
X63254	X62860	0.614882693959381
X31943	X54907	0.614865361840271
X46972	X62521	0.614556007699086
X1587	X1591	0.614225150451039
X43255	X32390	0.614187452479628
X57331	X52434	0.614120353217209
X3155	X48187	0.61390608846325
X47120	X1365	0.613431186048817
X62146	X47013	0.613331141897976
X62062	X62068	0.613314786211712
X42092	X38165	0.613183226054266
X53026	X46363	0.612728652427222
X63699	X38170	0.61252479727383
X32827	X46515	0.612500427388687
X18362	X32398	0.612457775670934
X53195	X52470	0.611581774808543
X40475	X47301	0.611576981804977
X35137	X47687	0.611413319213841
X54979	X57475	0.611087012012421
X19258	X33230	0.61108076425234
X36098	X49521	0.610295009420078
X46623	X48046	0.610237066699079
X40499	X32306	0.609676407527071
X1558	X37496	0.609671718979234
X46666	X63592	0.609598990750695
X46973	X46902	0.609513206996685
X62566	X22158	0.609169266097629
X46537	X37202	0.609153423880518
X33952	X44681	0.609066534725905
X22842	X34093	0.609010032085071
X48182	X47783	0.608790896059548
X32342	X3127	0.608729955210582
X33943	X1587	0.608363306957272
X62557	X47642	0.608222962558792
X62947	X53127	0.60807053345798
X63615	X47671	0.6079562221695
X43255	X43256	0.607896467665059
X62805	X42420	0.607810023190591
X62562	X527	0.607803176660507
X1417	X46977	0.607719695842763
X37207	X38170	0.607350906393598
X52433	X52435	0.607120349504051
X37186	X37192	0.607021058800774
X46488	X47773	0.60700253457072
X32350	X61868	0.606503267909409
X34534	X47783	0.606357951039293
X18369	X43829	0.606305919960741
X48141	X35172	0.605941768343923
X19324	X57464	0.605847538051626
X57426	X17747	0.605668760969148
X62104	X2730	0.605448163882797
X48141	X53127	0.605364791612056
X52988	X52990	0.605131969389037
X33968	X63615	0.60501945746317
X528	X1643	0.604965198372931
X63358	X49681	0.604814889338633
X62066	X18477	0.604672031557774
X35172	X53127	0.604658839875034
X42450	X52449	0.6043568452463
X62873	X47671	0.604263666903751
X62060	X35137	0.60373313316677
X35305	X19266	0.603716399352004
X62064	X63657	0.603361648606228
X33942	X48434	0.603259375397446
X52477	X52716	0.603153408811075
X62805	X35137	0.603020469071173
X43374	X46613	0.602991808477086
X54956	X46798	0.60291359646763
X38168	X46515	0.602849245322031
X63681	X57564	0.602834036434863
X52462	X63	0.602747071872466
X54960	X54967	0.602601261821148
X62062	X61881	0.602166597549072
X18476	X12261	0.602120660876305
X18362	X47993	0.601705891607931
X38399	X46695	0.601613740309718
X43264	X37192	0.601440766090063
X52929	X63650	0.601024672026574
X43374	X46902	0.600235369739103
X27513	X62279	0.600051557138216
X34393	X27447	0.599932266406178
X37211	X32619	0.59982850835112
X55041	X52446	0.59957049578833
X52453	X52454	0.599332168207183
X54955	X54968	0.599051956091746
X57432	X42463	0.598847600459258
X42489	X22036	0.598796253658403
X45951	X53180	0.598634125189307
X52615	X57474	0.598500254174048
X54907	X47006	0.598492431372275
X52616	X52468	0.598270053051916
X62805	X33442	0.598054852285024
X42092	X38102	0.597886911798964
X1118	X1356	0.597811697749759
X44621	X52474	0.597692688687266
X15749	X38637	0.597675384633389
X52281	X22116	0.597648116075531
X53176	X33418	0.597229428081769
X54955	X54967	0.596936407501535
X37184	X52974	0.596822207005916
X53230	X32457	0.596697201167623
X52929	X46266	0.596656749154148
X42489	X46705	0.596596891786375
X1365	X38102	0.59650316998294
X52608	X1336	0.596437891833061
X37529	X57475	0.596255767245969
X62566	X527	0.595966141237705
X52501	X57754	0.595958696781958
X36746	X37190	0.595941712771908
X52286	X52640	0.5949866727114
X35675	X35718	0.594930253958901
X20693	X52661	0.594885096567927
X34456	X43829	0.594647671071889
X63699	X32619	0.594569544883827
X62853	X49536	0.594477088996675
X39732	X52285	0.594322072724584
X62805	X35172	0.594303556926997
X48698	X46973	0.594251756241161
X63	X57476	0.593963120144026
X52983	X52975	0.593901391984752
X52467	X52450	0.593898807035587
X43807	X54877	0.593864179599981
X63436	X1642	0.593386505680315
X52470	X47118	0.593305847079956
X19258	X52461	0.593181375649318
X17805	X57467	0.592988853356638
X34397	X35675	0.59280364760286
X6146	X32426	0.59241645980442
X62924	X33442	0.592280706149036
X35137	X46977	0.591685345091326
X62921	X46486	0.591566721001017
X34401	X18335	0.591010827299889
X33441	X35437	0.590676226205423
X54979	X48490	0.590663622743391
X527	X48990	0.589713491793022
X52974	X46516	0.589442108773049
X45095	X33441	0.589297359658482
X42489	X63120	0.588968119401948
X43582	X62060	0.588629045717317
X48341	X34393	0.588502636173232
X54956	X54967	0.588432478493501
X39270	X33228	0.588153608024259
X52611	X52466	0.587936904233189
X48698	X35126	0.587852950706384
X48782	X36808	0.587740943335383
X34393	X52634	0.587663671804195
X62060	X32377	0.58733248547465
X52929	X62146	0.587296795688193
X31943	X35669	0.587275468887188
X15140	X46977	0.587273483898071
X35157	X33442	0.587219907545389
X15720	X40703	0.587160824712529
X37207	X32619	0.586702583823592
X63072	X46490	0.586545684140853
X15506	X49536	0.586461884569419
X62952	X2125	0.586428825820588
X32620	X62889	0.586236493924859
X38276	X22138	0.586181993765375
X32415	X62918	0.586158851271194
X53230	X49555	0.586158801503836
X43807	X46603	0.585733873546679
X44526	X22132	0.585261056275535
X63731	X46516	0.58517236790535
X19130	X52438	0.585080518962549
X52610	X52466	0.58494763818997
X31675	X48885	0.584945518188453
X33934	X1301	0.584821502876019
X61840	X44681	0.584772640421595
X46632	X62636	0.584643774671517
X19324	X32506	0.58462167227744
X27672	X52914	0.584503379207508
X46681	X46707	0.58430445836856
X44621	X37455	0.584301997481656
X15681	X63152	0.58429922584851
X594	X46364	0.583786505669231
X62069	X31943	0.583468456718983
X52974	X63731	0.583466462366149
X43807	X46493	0.583271277553276
X52716	X52748	0.582335400280611
X62566	X31536	0.581977952974736
X22053	X48048	0.581945479797667
X52478	X52477	0.581547328307427
X43400	X52640	0.581501393608314
X39379	X63731	0.581385297484098
X37209	X32425	0.580992591154121
X62805	X48782	0.580848740256701
X52713	X52437	0.580566041119398
X62559	X527	0.580557435228853
X18497	X12261	0.580554775106771
X18494	X12261	0.580370216718727
X33935	X62299	0.580241695821261
X39831	X46707	0.57953128987252
X19258	X52669	0.579442809694194
X32388	X35678	0.579216951031522
X32620	X62526	0.579131627974637
X63120	X40007	0.579097505518306
X38276	X62964	0.579005530742885
X53230	X48048	0.578988989458572
X39271	X33961	0.578815903361507
X46173	X1564	0.578369940830925
X38661	X61873	0.578064059261541
X35436	X27710	0.577973213810157
X34214	X19266	0.577942016067584
X52470	X57810	0.577518241748292
X39609	X35678	0.577495091664108
X63731	X1605	0.577473098516334
X15685	X40703	0.577436483323584
X38661	X36845	0.57719174361502
X46640	X49681	0.57706004307313
X18335	X46487	0.576995449888143
X52452	X52468	0.576853858759878
X42463	X52615	0.576726792260476
X62853	X15650	0.576633641887625
X52982	X32620	0.576506709810958
X48990	X46661	0.576471924788444
X15650	X37496	0.576454395031201
X36754	X61861	0.576453878652943
X61785	X47642	0.576444744031098
X47687	X46977	0.576190637375281
X553	X38661	0.576147256587624
X22001	X47783	0.575977704425568
X27672	X35126	0.575628487639298
X31675	X33943	0.575316531567554
X35159	X53127	0.575253574630014
X19258	X57810	0.575188251041605
X54	X47800	0.575126456942132
X35126	X46354	0.574973095419119
X43264	X37190	0.574543798015272
X62952	X62798	0.574230922389214
X33418	X52473	0.57404826287835
X62984	X52437	0.5729572841451
X35651	X43256	0.572663573057538
X61785	X27710	0.572650265216354
X63681	X48441	0.572437007495744
X39270	X33961	0.57232649297785
X57687	X46624	0.572299862005001
X63109	X57461	0.572271923305788
X63688	X32620	0.571409180712428
X598	X38271	0.57126235437723
X1645	X32418	0.571012122394358
X45970	X34437	0.570888228671327
X48782	X35157	0.570842862838355
X46173	X1303	0.570692369569798
X62566	X48195	0.570477237327772
X33963	X63660	0.570350361493847
X48990	X46261	0.570344129263217
X37207	X61846	0.570306150630724
X39592	X49515	0.570292828945113
X46666	X47011	0.570261028808764
X62805	X62664	0.570229037410583
X396	X52790	0.570180096820207
X52461	X63	0.570088658607519
X62069	X22001	0.570061299389373
X63072	X20676	0.570052542098107
X52281	X4968	0.569984789137053
X514	X46666	0.569947155207886
X35130	X46970	0.569808899716013
X62924	X35137	0.569776331953828
X52281	X39603	0.5697070374157
X36808	X35137	0.56969604725661
X32457	X49555	0.569534505846909
X62151	X63332	0.569407584649591
X43591	X15772	0.569300984402899
X31675	X1587	0.569011967897916
X38395	X38399	0.568908441959933
X48698	X47971	0.568785330782824
X57365	X47154	0.568723924750028
X33971	X1642	0.568400641317702
X39609	X32388	0.568257084432938
X62069	X48048	0.567999388994133
X37211	X33973	0.56772695234111
X52710	X52452	0.567721037170415
X52984	X62064	0.567702164934847
X48341	X35305	0.567581837530809
X37058	X53127	0.567578196721495
X62864	X42382	0.567471800967789
X52710	X52616	0.56722124985053
X1508	X47390	0.566906230555917
X1558	X48351	0.566792685475772
X18362	X46658	0.566743714844815
X42463	X57475	0.566463816602748
X21132	X62952	0.566345453536822
X57483	X52615	0.565903476163425
X27672	X46973	0.565869179005845
X43591	X62964	0.565726432984126
X61698	X32415	0.565668061911033
X62798	X2125	0.565538070367135
X61833	X46970	0.564998119237589
X48698	X46295	0.564906375276126
X52461	X52669	0.564226729510275
X63650	X52877	0.564197342822956
X62853	X37496	0.564177079455881
X52610	X52465	0.563606053902412
X63589	X48441	0.563542304824004
X53262	X53258	0.563510621666427
X52462	X52449	0.563385722780601
X22176	X21025	0.563384878116481
X63357	X46695	0.563207205299746
X62805	X62924	0.562936404608328
X3127	X1123	0.562740319745178
X19263	X52438	0.562601275906091
X38661	X46490	0.562526743713135
X62562	X22158	0.562226873305826
X15650	X49536	0.562185947523455
X55015	X44872	0.562094318371815
X62533	X46165	0.561967696037334
X18369	X33422	0.561789164359503
X62850	X46674	0.561509186700715
X53230	X47804	0.561417310089112
X61785	X63657	0.561404597032512
X62853	X15506	0.561370112444417
X54885	X36594	0.561299397563529
X37209	X33973	0.560995184621541
X43829	X1649	0.560910123140204
X48990	X46665	0.560835464067763
X31536	X46318	0.56079723777544
X1444	X43378	0.560734933258314
X34404	X21132	0.56020873182768
X52502	X52779	0.560053400441874
X22001	X63660	0.559896341965491
X31675	X3155	0.559768640459727
X57518	X57511	0.559728091313436
X35437	X31932	0.559658450647394
X32562	X46486	0.559514566612431
X46594	X57720	0.559448871456604
X39379	X57577	0.559206554286952
X47802	X47820	0.559053180996171
X63650	X46602	0.559035175298932
X44526	X4968	0.558964126455589
X63191	X34384	0.558595665172628
X57664	X38102	0.558433149043061
X42374	X35428	0.557579382512028
X63660	X48048	0.557507389093673
X46460	X46633	0.557347566321026
X396	X52640	0.557252584457323
X36845	X46490	0.557249378101666
X49536	X49543	0.557219687029167
X57474	X19503	0.556947599359444
X48434	X33950	0.556859748076876
X52468	X63	0.556732246890698
X62735	X47014	0.556609711977575
X62566	X48448	0.55637334436523
X33955	X35253	0.556224898140748
X1414	X3127	0.556207170827488
X52929	X46602	0.556018449355461
X35127	X47301	0.555922356774147
X57513	X57515	0.555858066205288
X43266	X48457	0.555729893449156
X33441	X32452	0.555599623810027
X35678	X61865	0.555318921288228
X63615	X46363	0.555165358626531
X1516	X49512	0.555070822235175
X1563	X1605	0.55502564841324
X46460	X46601	0.555022018383777
X37496	X33013	0.554738844145511
X46608	X46709	0.55417763396693
X52608	X42092	0.55374159486186
X43255	X49466	0.553542747969703
X1643	X15772	0.553436252057635
X22116	X1649	0.553387860284827
X62520	X61872	0.553068415220217
X62921	X62793	0.552952318831029
X47993	X48972	0.552923466982486
X48433	X46960	0.552821364249483
X64	X1299	0.552778578870863
X1516	X62151	0.552768251494484
X46973	X46977	0.552586264473742
X53026	X46266	0.552522389181986
X1126	X527	0.552251011740398
X33955	X41220	0.5521771924708
X36754	X35669	0.55214688156086
X42382	X46961	0.552081431879123
X62805	X42382	0.552008259393364
X52984	X61785	0.551759453497895
X61864	X32398	0.551651451246341
X46687	X63332	0.551616508275422
X52446	X52438	0.551576383188402
X57331	X47153	0.550983191701316
X33959	X32390	0.550960713085289
X52281	X22132	0.550633067114231
X34424	X46487	0.55043117303174
X62805	X63057	0.550395826631605
X62863	X18349	0.549911312515219
X42574	X18494	0.549871165814593
X62805	X45413	0.549825539558742
X63681	X46595	0.549821801914043
X1561	X63	0.549599332037947
X46173	X1643	0.54937991970558
X46398	X49681	0.549323182669568
X62851	X52437	0.54923673161642
X62805	X46977	0.549095513198646
X17805	X62918	0.548839639736128
X62145	X47013	0.548608996295654
X61872	X61873	0.548559382998825
X37209	X37211	0.548494631219451
X48448	X48195	0.548349938724185
X33943	X33950	0.548257507988489
X15650	X35137	0.548070569610397
X20676	X46610	0.547946015189584
X62060	X53157	0.547437066325305
X62290	X62296	0.547412655845979
X35137	X47905	0.547410379667241
X63109	X33364	0.547005892131063
X33942	X33950	0.546796387847391
X57745	X48425	0.546664593401606
X37190	X46537	0.546134169289913
X31943	X61864	0.546021262499292
X62805	X47905	0.545424350594175
X63361	X46640	0.545267460384048
X1868	X35637	0.545032919292486
X57461	X1670	0.54496432687882
X48425	X35126	0.544933795047175
X48195	X31536	0.544725909342563
X57476	X47153	0.544633385016991
X1301	X64	0.544480391336509
X27718	X46225	0.544465555304857
X57461	X33953	0.544403944631935
X45951	X47118	0.544172664121583
X53180	X33230	0.544036501379829
X46658	X57754	0.543686348684479
X64	X566	0.543222680217658
X52611	X31787	0.543058472688181
X48782	X35172	0.542834429263237
X27447	X21232	0.542777057373976
X36738	X57	0.542613060043261
X33968	X32492	0.542602314057649
X43591	X1587	0.54257803853205
X63357	X47204	0.542572396615942
X54885	X34437	0.542272817370572
X62950	X37092	0.542271628069461
X1114	X63688	0.542204675217759
X57664	X42092	0.541798384807936
X62533	X46490	0.541543542262762
X43493	X60	0.541276679974
X32346	X18497	0.541231663701241
X61871	X63650	0.541209833642942
X43493	X18369	0.541163397786436
X31675	X1591	0.54109770430521
X45968	X45970	0.540999470306542
X27665	X46364	0.540832152195268
X35253	X41220	0.540770494101302
X35172	X33442	0.540446356243741
X48258	X47118	0.539985140923512
X44688	X2342	0.539818828409058
X34393	X52431	0.53947727275101
X37752	X1365	0.539267548236608
X21025	X62151	0.539261203768886
X17769	X17747	0.53901457136491
X57745	X46466	0.538610820837741
X62533	X62528	0.538596258614632
X57519	X57515	0.538451347022813
X62060	X47905	0.538408326464359
X57513	X57520	0.538373682496975
X40173	X46507	0.538191587003845
X20693	X46665	0.538150845184081
X31675	X49469	0.537583065631067
X42420	X33442	0.537303899858236
X62526	X48052	0.53705256104584
X55072	X33953	0.536927342759444
X52454	X63	0.536922149987153
X62923	X46709	0.536610531760056
X52710	X53176	0.536455837815309
X48341	X52431	0.536453306034059
X57511	X35160	0.536411359790089
X20694	X27738	0.536340885274243
X62924	X42420	0.536259753760152
X35428	X1670	0.536184065717645
X48434	X32390	0.535917997437552
X39837	X46707	0.53576982998431
X63042	X43591	0.535682007655093
X35675	X44675	0.535626687897532
X62566	X48990	0.535585070708639
X63357	X47203	0.535428820275759
X61700	X61698	0.535234853408868
X63615	X62850	0.535208983964846
X15506	X15650	0.534826060564271
X52281	X44526	0.534777006434179
X22036	X40007	0.53471242235053
X40173	X46466	0.534590987191846
X62851	X62984	0.534263084537627
X33230	X46621	0.534081195361125
X32497	X63613	0.53396965082462
X38768	X32497	0.533867963268806
X1549	X37192	0.53345985447595
X48448	X46490	0.533244168369061
X61843	X62850	0.533063354607429
X62060	X1899	0.533055038858253
X35126	X46466	0.532738367002464
X62950	X35428	0.532427353671364
X553	X46490	0.532173489064603
X32620	X48052	0.531862255486332
X48351	X47905	0.531795501783108
X62853	X49543	0.531679535838004
X47955	X52779	0.531660048790576
X36602	X45970	0.531601374452018
X63039	X54840	0.531557048938846
X22130	X52906	0.531476032137281
X61871	X62146	0.531472882733115
X54955	X57373	0.531033250013674
X42398	X35253	0.530909241670367
X527	X62636	0.530899626123238
X62924	X36808	0.530763151202384
X63681	X46390	0.53044561278786
X1669	X52870	0.530284349590644
X37190	X37211	0.530099096716722
X43507	X46639	0.52999408803313
X35678	X61862	0.529989387712774
X33230	X52669	0.52969596980678
X33441	X48425	0.529193234384874
X62279	X1584	0.528970754802914
X62290	X62299	0.528762343647591
X32342	X62278	0.528291577124138
X31675	X33967	0.52826348362495
X46603	X52870	0.527924466385964
X37752	X1336	0.527894760345545
X57519	X53223	0.527628408199154
X43807	X52495	0.527524354873053
X15676	X1649	0.52747047836134
X64	X54	0.527359803859812
X33967	X1591	0.527219239347615
X53010	X62984	0.527213625929893
X57416	X37506	0.527107550202163
X1572	X46665	0.527096244553767
X43807	X52435	0.527078324452804
X35126	X46507	0.526943879747857
