Tissue	Module	Symbol	is.hub
Adipose	M141	MPP5	no
Adipose	M141	NCRNA00219	no
Adipose	M141	PARS2	no
Adipose	M141	PDE4DIP	no
Adipose	M141	PRKAR2A	no
Adipose	M141	RPL13	no
Adipose	M141	RPL35	no
Adipose	M141	RPL36	no
Adipose	M141	RPS17	no
Adipose	M141	RRM1	no
Adipose	M141	SMAP1	no
Adipose	M141	TBC1D1	no
Adipose	M141	TCEA3	no
Adipose	M141	TFDP1	no
Adipose	M141	TIGA1	no
Adipose	M141	TMEM18	no
Adipose	M141	TRMT112	no
Adipose	M141	WNT11	no
Adipose	M143	AHSA1	no
Adipose	M143	ALG13	no
Adipose	M143	BCL2A1	no
Adipose	M143	C11orf31	no
Adipose	M143	C13orf34	no
Adipose	M143	C18orf19	no
Adipose	M143	C19orf10	no
Adipose	M143	C20orf45	no
Adipose	M143	CALCOCO2	no
Adipose	M143	CAPS2	no
Adipose	M143	CCDC138	no
Adipose	M143	CCT2	no
Adipose	M143	CCT3	yes
Adipose	M143	COASY	no
Adipose	M143	CXorf64	no
Adipose	M143	DDX56	no
Adipose	M143	DGKD	no
Adipose	M143	EARS2	no
Adipose	M143	EIF4A1	no
Adipose	M143	EXPH5	no
Adipose	M143	FKBP2	no
Adipose	M143	GALNT4	no
Adipose	M143	GTF2A2	no
Adipose	M143	KCNH8	no
Adipose	M143	KIAA0664	no
Adipose	M143	KIAA1462	no
Adipose	M143	KLHDC2	no
Adipose	M143	LEO1	no
Adipose	M143	LOC100128266	yes
Adipose	M143	LOC100128353	no
Adipose	M143	LOC100129064	no
Adipose	M143	LOC100129518	no
Adipose	M143	LOC100131064	no
Adipose	M143	LOC100133477	no
Adipose	M143	LOC642815	no
Adipose	M143	LOC646567	no
Adipose	M143	LOC649553	no
Adipose	M143	LOC652595	no
Adipose	M143	LOC728556	no
Adipose	M143	LOC728698	no
Adipose	M143	LSS	no
Adipose	M143	MEMO1	no
Adipose	M143	MIPOL1	no
Adipose	M143	MRPL18	no
Adipose	M143	MRPL27	no
Adipose	M143	MUTED	no
Adipose	M143	NBEA	no
Adipose	M143	NOP10	no
Adipose	M143	NSUN6	no
Adipose	M143	OSBPL2	no
Adipose	M143	PATE3	no
Adipose	M143	PDIA6	no
Adipose	M143	PGAM5	no
Adipose	M143	PHF14	no
Adipose	M143	PIGW	no
Adipose	M143	PPM1D	no
Adipose	M143	PPP1CA	no
Adipose	M143	PRELID1	no
Adipose	M143	PRR19	no
Adipose	M143	RAN	yes
Adipose	M143	RBM28	no
Adipose	M143	RPL34	no
Adipose	M143	SCARNA10	no
Adipose	M143	SERPINH1	no
Adipose	M143	SFRS2	no
Adipose	M143	SFT2D1	no
Adipose	M143	SNHG3.RCC1	no
Adipose	M143	SNORD22	no
Adipose	M143	USP47	no
Adipose	M143	USP48	no
Adipose	M143	UTP11L	no
Adipose	M143	VRK1	no
Adipose	M143	WIPF2	no
Adipose	M143	ZNF232	no
Adipose	M143	ZNF701	no
Adipose	M144	ACADVL	no
Adipose	M144	ARFGAP1	no
Adipose	M144	COG4	no
Adipose	M144	CTF1	no
Adipose	M144	CYB5D1	no
Adipose	M144	CYGB	no
Adipose	M144	DDX41	no
Adipose	M144	DNAJB14	yes
Adipose	M144	ENTPD5	no
Adipose	M144	FAM109A	no
Adipose	M144	FARSA	no
Adipose	M144	FLOT1	no
Adipose	M144	IL6ST	no
Adipose	M144	ILK	no
Adipose	M144	KIAA0776	no
Adipose	M144	L3MBTL2	no
Adipose	M144	LOC100128729	no
Adipose	M144	LOC144438	no
Adipose	M144	LOC392713	no
Adipose	M144	LOC646503	no
Adipose	M144	LOC648509	no
Adipose	M144	LOC729513	yes
Adipose	M144	LOC730236	no
Adipose	M144	ME3	no
Adipose	M144	MIR30C2	no
Adipose	M144	MRPS6	no
Adipose	M144	NADK	no
Adipose	M144	NAT15	no
Adipose	M144	NBPF8	no
Adipose	M144	NIP30	no
Adipose	M144	PHKG2	no
Adipose	M144	PKN2	yes
Adipose	M144	PPAPDC3	no
Adipose	M144	PPP1R7	no
Adipose	M144	PRPF19	no
Adipose	M144	RUFY1	no
Adipose	M144	SCARNA9	no
Adipose	M144	SELO	no
Adipose	M144	SIRT7	no
Adipose	M144	SLC5A3	no
Adipose	M144	SRGAP2L	no
Adipose	M144	STXBP6	no
Adipose	M144	TMX4	no
Adipose	M144	TRIM69	no
Adipose	M144	TSTA3	no
Adipose	M144	UBE2B	no
Adipose	M144	UCK1	no
Adipose	M144	VPS33B	no
Adipose	M144	WBSCR16	no
Adipose	M144	WBSCR27	no
Adipose	M144	ZNF12	no
Adipose	M144	ZNF623	no
Adipose	M144	ZNF654	no
Adipose	M145	ANAPC13	no
Adipose	M145	BBS12	no
Adipose	M145	C16orf87	no
Adipose	M145	C7orf25	no
Adipose	M145	CCDC99	no
Adipose	M145	CEP63	no
Adipose	M145	CLDN23	no
Adipose	M145	CNN3	no
Adipose	M145	COPA	no
Adipose	M145	COPB2	yes
Adipose	M145	CSTF3	no
Adipose	M145	DHX32	no
Adipose	M145	DSCR5	no
Adipose	M145	ELAC1	no
Adipose	M145	EXOC5	no
Adipose	M145	FAM175B	no
Adipose	M145	FBXW11	no
Adipose	M145	FLJ41481	no
Adipose	M145	FNIP1	no
Adipose	M145	HACL1	no
Adipose	M145	IRF4	no
Adipose	M145	KATNA1	no
Adipose	M145	KCTD10	no
Adipose	M145	KIAA1430	no
Adipose	M145	KPNA4	yes
Adipose	M145	KPNA5	no
Adipose	M145	LANCL2	no
Adipose	M145	LOC100131336	yes
Adipose	M145	LOC644096	no
Adipose	M145	LOC646915	no
Adipose	M145	LOC727773	no
Adipose	M145	LOC728031	no
Adipose	M145	LOC732300	no
Adipose	M145	LRRC20	no
Adipose	M145	LRRC42	no
Adipose	M145	LRRFIP2	no
Adipose	M145	MAGED1	no
Adipose	M145	MAN1A2	no
Adipose	M145	NSMCE4A	no
Adipose	M145	ORAI3	no
Adipose	M145	PDE8B	no
Adipose	M145	PIK3R4	no
Adipose	M145	PRKD2	no
Adipose	M145	PRPS1	no
Adipose	M145	PSMA1	no
Adipose	M145	RABEPK	no
Adipose	M145	REXO2	no
Adipose	M145	RGS20	no
Adipose	M145	SAT2	no
Adipose	M145	SEC63	no
Adipose	M145	SEPT2	yes
Adipose	M145	SPIRE1	no
Adipose	M145	STAU2	no
Adipose	M145	SUMF1	no
Adipose	M145	TMEM165	no
Adipose	M145	TOM1L1	no
Adipose	M145	TRMT12	no
Adipose	M145	UBQLN1	no
Adipose	M145	ZAK	no
Adipose	M145	ZFP161	no
Adipose	M145	ZFP91	no
Adipose	M145	ZNF252	no
Adipose	M145	ZW10	no
Adipose	M147	ALS2CR4	no
Adipose	M147	ARMC10	no
Adipose	M147	ATF4	no
Adipose	M147	ATP2C1	no
Adipose	M147	BRCC3	no
Adipose	M147	BTN2A2	no
Adipose	M147	C17orf80	no
Adipose	M147	C9orf41	no
Adipose	M147	CAPRIN1	yes
Adipose	M147	CDC42EP3	no
Adipose	M147	CDK8	no
Adipose	M147	CHD7	no
Adipose	M147	COIL	no
Adipose	M147	CTTNBP2	no
Adipose	M147	CXorf15	no
Adipose	M147	CYP20A1	no
Adipose	M147	DHX9	no
Adipose	M147	DNAJC11	no
Adipose	M147	EDA	no
Adipose	M147	EGLN1	no
Adipose	M147	EHHADH	no
Adipose	M147	EIF2B2	no
Adipose	M147	ENY2	no
Adipose	M147	ERBB2IP	no
Adipose	M147	EXTL2	no
Adipose	M147	FBXL5	no
Adipose	M147	GFM2	no
Adipose	M147	GIT2	no
Adipose	M147	GLCCI1	no
Adipose	M147	GMPS	no
Adipose	M147	GNAQ	no
Adipose	M147	GOLGA7	no
Adipose	M147	GTF2IRD2	no
Adipose	M147	HIAT1	no
Adipose	M147	HUS1	no
Adipose	M147	ING4	no
Adipose	M147	IPO5	no
Adipose	M147	ITPR2	no
Adipose	M147	JMJD2C	no
Adipose	M147	KIAA0020	no
Adipose	M147	LBR	yes
Adipose	M147	LMAN1	no
Adipose	M147	LOC100132289	no
Adipose	M147	LOC100134407	no
Adipose	M147	LOC441511	no
Adipose	M147	LOC644019	no
Adipose	M147	LOC647597	no
Adipose	M147	LOC648695	no
Adipose	M147	LOC728564	no
Adipose	M147	LOC730820	no
Adipose	M147	LPIN2	no
Adipose	M147	MFAP3	no
Adipose	M147	N6AMT2	no
Adipose	M147	NFYA	no
Adipose	M147	NRSN2	no
Adipose	M147	PACSIN1	no
Adipose	M147	POLR3F	no
Adipose	M147	RBM12	no
Adipose	M147	RGL3	no
Adipose	M147	RPS6KA3	no
Adipose	M147	SKIP	no
Adipose	M147	SLC25A24	no
Adipose	M147	SLC41A3	no
Adipose	M147	SNAP23	no
Adipose	M147	STARD3NL	no
Adipose	M147	SUPT7L	no
Adipose	M147	TIFA	no
Adipose	M147	TNKS	no
Adipose	M147	UBE2D3	no
Adipose	M147	YME1L1	no
Adipose	M148	ANKIB1	no
Adipose	M148	ASAH2C	no
Adipose	M148	C10orf84	no
Adipose	M148	DUSP3	no
Adipose	M148	DYNC2H1	no
Adipose	M148	ENPP4	no
Adipose	M148	FNDC3B	no
Adipose	M148	HSD17B13	no
Adipose	M148	KBTBD3	no
Adipose	M148	KHDRBS3	no
Adipose	M148	KTN1	no
Adipose	M148	LOC100131970	no
Adipose	M148	LOC646548	no
Adipose	M148	LOC646576	no
Adipose	M148	LOC728819	no
Adipose	M148	MPP6	no
Adipose	M148	OSGIN2	yes
Adipose	M148	PHOSPHO2	no
Adipose	M148	SEMA3A	no
Adipose	M148	SESTD1	yes
Adipose	M148	UEVLD	no
Adipose	M149	AACSL	no
Adipose	M149	ADAM17	no
Adipose	M149	ADCY6	no
Adipose	M149	AK2P2	no
Adipose	M149	ALG1L	no
Adipose	M149	ALPP	no
Adipose	M149	ALS2CR14	no
Adipose	M149	AMOTL2	no
Adipose	M149	ANKRD44	no
Adipose	M149	AP1S1	no
Adipose	M149	ARMC7	no
Adipose	M149	ASB7	no
Adipose	M149	ATG10	no
Adipose	M149	ATP5EP2	no
Adipose	M149	ATP6V1D	no
Adipose	M149	BACH1	no
Adipose	M149	BLZF1	no
Adipose	M149	BMP8B	no
Adipose	M149	BPTF	no
Adipose	M149	BUB1B	no
Adipose	M149	C12orf66	no
Adipose	M149	C14orf112	no
Adipose	M149	C16orf68	no
Adipose	M149	C1orf128	no
Adipose	M149	C21orf58	no
Adipose	M149	C2orf69	no
Adipose	M149	C3orf50	no
Adipose	M149	C5orf28	no
Adipose	M149	C6orf170	no
Adipose	M149	C6orf225	no
Adipose	M149	C7orf38	no
Adipose	M149	C8orf37	no
Adipose	M149	C8orf45	no
Adipose	M149	C9orf130	no
Adipose	M149	C9orf80	no
Adipose	M149	CCBE1	yes
Adipose	M149	CCDC115	no
Adipose	M149	CCDC125	no
Adipose	M149	CDC123	no
Adipose	M149	CEBPZ	no
Adipose	M149	CEP27	yes
Adipose	M149	COPZ1	no
Adipose	M149	CRCP	no
Adipose	M149	CREB1	no
Adipose	M149	CSF2RA	no
Adipose	M149	CTBP2	no
Adipose	M149	CYCSL1	no
Adipose	M149	DC36	no
Adipose	M149	DCLRE1C	no
Adipose	M149	DMC1	no
Adipose	M149	DNHL1	no
Adipose	M149	DOPEY2	no
Adipose	M149	DRG1	no
Adipose	M149	DTWD2	yes
Adipose	M149	DUSP16	no
Adipose	M149	DUSP2	no
Adipose	M149	DUXAP3	no
Adipose	M149	ERGIC1	no
Adipose	M149	EVI5	no
Adipose	M149	FAM115A	no
Adipose	M149	FAM153B	no
Adipose	M149	FAM40B	yes
Adipose	M149	FAM73A	yes
Adipose	M149	FAM86B1	no
Adipose	M149	FARSLB	no
Adipose	M149	FCF1	no
Adipose	M149	FLJ25363	no
Adipose	M149	FLJ34047	no
Adipose	M149	FLJ35390	no
Adipose	M149	FLJ36131	no
Adipose	M149	FLJ40722	no
Adipose	M149	FLJ44124	no
Adipose	M149	FLJ45256	no
Adipose	M149	FLJ46309	no
Adipose	M149	FOXD4L4	no
Adipose	M149	FOXP1	no
Adipose	M149	FRAP1	no
Adipose	M149	GALNT3	no
Adipose	M149	GAPDH	no
Adipose	M149	GJC1	no
Adipose	M149	GNB4	no
Adipose	M149	GPR1	no
Adipose	M149	GPR108	no
Adipose	M149	GSTTP2	no
Adipose	M149	HBXIP	no
Adipose	M149	HISPPD2A	no
Adipose	M149	HLA.A	no
Adipose	M149	HSCB	no
Adipose	M149	HSD17B7	no
Adipose	M149	HTR4	no
Adipose	M149	HTR7P	no
Adipose	M149	ICA1	no
Adipose	M149	IPP	no
Adipose	M149	JMJD4	no
Adipose	M149	JTB	no
Adipose	M149	KCNK18	no
Adipose	M149	KIAA0492	no
Adipose	M149	KIAA1244	no
Adipose	M149	KIAA1731	no
Adipose	M149	KIAA1797	no
Adipose	M149	KLRK1	no
Adipose	M149	KNCN	no
Adipose	M149	KRBA2	no
Adipose	M149	LIG4	no
Adipose	M149	LIN7B	no
Adipose	M149	LIPE	no
Adipose	M149	LOC100127975	no
Adipose	M149	LOC100128062	no
Adipose	M149	LOC100128084	no
Adipose	M149	LOC100128252	no
Adipose	M149	LOC100128274	no
Adipose	M149	LOC100128505	no
Adipose	M149	LOC100128559	no
Adipose	M149	LOC100128781	no
Adipose	M149	LOC100128908	no
Adipose	M149	LOC100129055	no
Adipose	M149	LOC100129094	no
Adipose	M149	LOC100129502	yes
Adipose	M149	LOC100129654	no
Adipose	M149	LOC100130138	no
Adipose	M149	LOC100130168	no
Adipose	M149	LOC100130276	no
Adipose	M149	LOC100130353	no
Adipose	M149	LOC100130598	no
Adipose	M149	LOC100130604	no
Adipose	M149	LOC100130764	no
Adipose	M149	LOC100131096	no
Adipose	M149	LOC100131139	no
Adipose	M149	LOC100131403	no
Adipose	M149	LOC100131452	no
Adipose	M149	LOC100131718	no
Adipose	M149	LOC100131786	no
Adipose	M149	LOC100131850	no
Adipose	M149	LOC100131989	yes
Adipose	M149	LOC100132428	no
Adipose	M149	LOC100132526	no
Adipose	M149	LOC100132585	yes
Adipose	M149	LOC100132740	no
Adipose	M149	LOC100132794	no
Adipose	M149	LOC100132839	no
Adipose	M149	LOC100133019	no
Adipose	M149	LOC100133033	no
Adipose	M149	LOC100133129	no
Adipose	M149	LOC100133144	no
Adipose	M149	LOC100133177	no
Adipose	M149	LOC100133277	no
Adipose	M149	LOC100133298	no
Adipose	M149	LOC100133692	no
Adipose	M149	LOC100133772	no
Adipose	M149	LOC100134053	no
Adipose	M149	LOC100134300	no
Adipose	M149	LOC100134412	no
Adipose	M149	LOC100134868	no
Adipose	M149	LOC100190938	no
Adipose	M149	LOC100192379	no
Adipose	M149	LOC163233	no
Adipose	M149	LOC202781	no
Adipose	M149	LOC255167	no
Adipose	M149	LOC286002	no
Adipose	M149	LOC341457	no
Adipose	M149	LOC389765	yes
Adipose	M149	LOC391169	no
Adipose	M149	LOC400657	no
Adipose	M149	LOC401098	no
Adipose	M149	LOC401589	no
Adipose	M149	LOC401622	no
Adipose	M149	LOC439953	no
Adipose	M149	LOC440157	no
Adipose	M149	LOC440704	no
Adipose	M149	LOC642333	no
Adipose	M149	LOC642449	no
Adipose	M149	LOC642946	no
Adipose	M149	LOC642947	no
Adipose	M149	LOC643011	no
Adipose	M149	LOC643507	no
Adipose	M149	LOC643509	no
Adipose	M149	LOC643668	no
Adipose	M149	LOC643856	no
Adipose	M149	LOC643882	no
Adipose	M149	LOC643985	no
Adipose	M149	LOC644250	yes
Adipose	M149	LOC644642	no
Adipose	M149	LOC644814	no
Adipose	M149	LOC644852	no
Adipose	M149	LOC645015	no
Adipose	M149	LOC645058	no
Adipose	M149	LOC645233	no
Adipose	M149	LOC645314	no
Adipose	M149	LOC645452	no
Adipose	M149	LOC646100	no
Adipose	M149	LOC646496	no
Adipose	M149	LOC646786	no
Adipose	M149	LOC646916	no
Adipose	M149	LOC647570	no
Adipose	M149	LOC647834	no
Adipose	M149	LOC648852	no
Adipose	M149	LOC648921	no
Adipose	M149	LOC649604	no
Adipose	M149	LOC650128	no
Adipose	M149	LOC650132	no
Adipose	M149	LOC650346	no
Adipose	M149	LOC650368	no
Adipose	M149	LOC650515	no
Adipose	M149	LOC651029	no
Adipose	M149	LOC653471	no
Adipose	M149	LOC653505	no
Adipose	M149	LOC653701	no
Adipose	M149	LOC653829	no
Adipose	M149	LOC727980	no
Adipose	M149	LOC728105	no
Adipose	M149	LOC728263	no
Adipose	M149	LOC728310	no
Adipose	M149	LOC728678	no
Adipose	M149	LOC728953	no
Adipose	M149	LOC728965	no
Adipose	M149	LOC729090	no
Adipose	M149	LOC729123	no
Adipose	M149	LOC729603	no
Adipose	M149	LOC729692	no
Adipose	M149	LOC730060	no
Adipose	M149	LOC730176	no
Adipose	M149	LOC730202	no
Adipose	M149	LOC730990	no
Adipose	M149	LOC730993	no
Adipose	M149	LOC731789	no
Adipose	M149	LOC732450	no
Adipose	M149	LOC90586	no
Adipose	M149	LQK1	no
Adipose	M149	LRRC37B2	no
Adipose	M149	MCART1	no
Adipose	M149	MET	no
Adipose	M149	MFSD11	no
Adipose	M149	MGC12760	no
Adipose	M149	MGC26356	no
Adipose	M149	MIR2116	no
Adipose	M149	MIR574	no
Adipose	M149	MRP63	no
Adipose	M149	MTF2	no
Adipose	M149	MTMR12	no
Adipose	M149	NAT1	no
Adipose	M149	NCRNA00095	no
Adipose	M149	NLRP5	no
Adipose	M149	NLRP8	yes
Adipose	M149	NOTCH2NL	no
Adipose	M149	NUBPL	yes
Adipose	M149	OAZ1	no
Adipose	M149	OCIAD1	no
Adipose	M149	ODC1	no
Adipose	M149	ORC6L	no
Adipose	M149	PACRGL	no
Adipose	M149	PAIP2	no
Adipose	M149	PATE1	no
Adipose	M149	PATE2	no
Adipose	M149	PCDHB19P	no
Adipose	M149	PCDHB9	no
Adipose	M149	PDCD7	no
Adipose	M149	PDP2	no
Adipose	M149	PIGX	no
Adipose	M149	PIH1D1	no
Adipose	M149	PIP5K2B	no
Adipose	M149	PJA1	no
Adipose	M149	PLIN5	no
Adipose	M149	PLXNA4	no
Adipose	M149	POLR2J4	no
Adipose	M149	PPIAL4A	no
Adipose	M149	PPP1R8	no
Adipose	M149	PPP2R3A	no
Adipose	M149	PRKAG1	no
Adipose	M149	PRO1853	no
Adipose	M149	PRPF6	no
Adipose	M149	PSMD12	no
Adipose	M149	PTGR2	no
Adipose	M149	PTPLAD2	yes
Adipose	M149	RAD51	no
Adipose	M149	RAX2	no
Adipose	M149	RAXL1	no
Adipose	M149	RBM43	no
Adipose	M149	RHBDL2	no
Adipose	M149	RHPN1	no
Adipose	M149	RPL10L	no
Adipose	M149	RPP30	no
Adipose	M149	RSU1	no
Adipose	M149	RUNDC2C	no
Adipose	M149	RXRA	no
Adipose	M149	SEC23A	no
Adipose	M149	SERF2	no
Adipose	M149	SLC16A12	no
Adipose	M149	SLC25A26	no
Adipose	M149	SLC35E1	no
Adipose	M149	SLC36A4	no
Adipose	M149	SLC4A5	no
Adipose	M149	SLC7A9	no
Adipose	M149	SMCR5	no
Adipose	M149	SMYD4	no
Adipose	M149	SNAPC1	no
Adipose	M149	SNORA29	no
Adipose	M149	SNORA5B	no
Adipose	M149	SNORD4B	no
Adipose	M149	SPC24	no
Adipose	M149	SPINT3	no
Adipose	M149	SPN	no
Adipose	M149	SPTLC1	yes
Adipose	M149	SSTR2	no
Adipose	M149	STK35	no
Adipose	M149	SYAP1	no
Adipose	M149	SYS1	no
Adipose	M149	SYT3	no
Adipose	M149	TK2	no
Adipose	M149	TMEM106A	yes
Adipose	M149	TMEM156	no
Adipose	M149	TMEM191A	no
Adipose	M149	TNFSF14	no
Adipose	M149	TNRC15	no
Adipose	M149	TRIM32	no
Adipose	M149	TSTD2	no
Adipose	M149	TWIST2	no
Adipose	M149	U2AF1	no
Adipose	M149	UBA52	no
Adipose	M149	UBXD7	no
Adipose	M149	UFC1	no
Adipose	M149	UPF1	no
Adipose	M149	USP49	yes
Adipose	M149	WBSCR19	no
Adipose	M149	WDR23	no
Adipose	M149	WDR74	no
Adipose	M149	WHDC1L1	no
Adipose	M149	XPO7	no
Adipose	M149	ZNF205	no
Adipose	M149	ZNF223	yes
Adipose	M149	ZNF37B	no
Adipose	M149	ZNF430	no
Adipose	M149	ZNF486	no
Adipose	M149	ZNF557	no
Adipose	M149	ZNF669	no
Adipose	M149	ZNF682	no
Adipose	M149	ZNF738	no
Adipose	M149	ZNF773	no
Adipose	M149	ZNF839	no
Adipose	M149	ZNF860	no
Adipose	M149	ZNF93	no
Adipose	M149	ZNRF3	no
Adipose	M15	AASS	no
Adipose	M15	ABHD5	no
Adipose	M15	ACSM5	no
Adipose	M15	ADH1A	no
Adipose	M15	ADH1B	yes
Adipose	M15	ADRB3	no
Adipose	M15	AMIGO1	no
Adipose	M15	ANG	yes
Adipose	M15	ANO6	no
Adipose	M15	APOB	no
Adipose	M15	APOL4	no
Adipose	M15	ARHGAP24	no
Adipose	M15	ATXN1	no
Adipose	M15	AVPI1	no
Adipose	M15	BEND5	no
Adipose	M15	BMP3	no
Adipose	M15	BTG3	no
Adipose	M15	C10orf51	no
Adipose	M15	C12orf65	no
Adipose	M15	C17orf53	no
Adipose	M15	C1orf133	no
Adipose	M15	C1orf165	no
Adipose	M15	C20orf12	no
Adipose	M15	C3orf31	no
Adipose	M15	C7orf29	no
Adipose	M15	CABC1	no
Adipose	M15	CABLES1	no
Adipose	M15	CAMK2D	no
Adipose	M15	CCDC50	no
Adipose	M15	CDNF	no
Adipose	M15	CHKA	no
Adipose	M15	CIDEA	no
Adipose	M15	CMTM8	no
Adipose	M15	CNNM3	no
Adipose	M15	CORO1C	no
Adipose	M15	CPNE4	no
Adipose	M15	CTH	no
Adipose	M15	CYP2C8	no
Adipose	M15	DDX50	no
Adipose	M15	DMRT2	no
Adipose	M15	DPY30	no
Adipose	M15	DPYSL4	no
Adipose	M15	DTNA	no
Adipose	M15	DUSP4	no
Adipose	M15	ELP2	no
Adipose	M15	ENOX1	no
Adipose	M15	EPB41L4B	no
Adipose	M15	ESR1	no
Adipose	M15	FAM164A	no
Adipose	M15	FAM184A	no
Adipose	M15	FBXL12	no
Adipose	M15	FBXO32	no
Adipose	M15	FDFT1	no
Adipose	M15	FGFBP2	no
Adipose	M15	FHOD3	no
Adipose	M15	FIGF	no
Adipose	M15	FLJ37644	no
Adipose	M15	FLJ42289	no
Adipose	M15	FOXJ3	no
Adipose	M15	GABARAPL1	no
Adipose	M15	GART	no
Adipose	M15	GINS3	no
Adipose	M15	GLDN	no
Adipose	M15	GMCL1	yes
Adipose	M15	GNG2	no
Adipose	M15	GOLGA9P	no
Adipose	M15	GPD1L	yes
Adipose	M15	GPHN	yes
Adipose	M15	GRIA3	no
Adipose	M15	GSDMB	yes
Adipose	M15	GTF3C3	no
Adipose	M15	HDDC3	no
Adipose	M15	IGF1	no
Adipose	M15	IGSF1	no
Adipose	M15	IMMP2L	no
Adipose	M15	IRAK2	no
Adipose	M15	IRS1	no
Adipose	M15	ITPR1	no
Adipose	M15	KCTD14	no
Adipose	M15	KIAA0672	no
Adipose	M15	KIAA1324L	no
Adipose	M15	LARGE	no
Adipose	M15	LEPREL1	no
Adipose	M15	LIN7A	no
Adipose	M15	LMO3	no
Adipose	M15	LMTK2	no
Adipose	M15	LMX1A	no
Adipose	M15	LOC100128507	no
Adipose	M15	LOC100128641	no
Adipose	M15	LOC100130887	no
Adipose	M15	LOC100131176	no
Adipose	M15	LOC100132091	no
Adipose	M15	LOC100132369	no
Adipose	M15	LOC100133017	no
Adipose	M15	LOC100133263	no
Adipose	M15	LOC144481	no
Adipose	M15	LOC220729	no
Adipose	M15	LOC253820	no
Adipose	M15	LOC286367	no
Adipose	M15	LOC399715	no
Adipose	M15	LOC402571	no
Adipose	M15	LOC572558	no
Adipose	M15	LOC643713	no
Adipose	M15	LOC644366	no
Adipose	M15	LOC648189	no
Adipose	M15	LOC650003	no
Adipose	M15	LOC650034	no
Adipose	M15	LOC650717	no
Adipose	M15	LOC727735	no
Adipose	M15	LOC728715	no
Adipose	M15	LOC731954	no
Adipose	M15	LOC92973	no
Adipose	M15	LOC93556	no
Adipose	M15	MAP3K5	no
Adipose	M15	MCM6	no
Adipose	M15	MCOLN3	no
Adipose	M15	MEAF6	no
Adipose	M15	MFSD4	no
Adipose	M15	MGC45800	no
Adipose	M15	MGST2	no
Adipose	M15	MIF	no
Adipose	M15	MN1	no
Adipose	M15	MPDZ	yes
Adipose	M15	MYH10	no
Adipose	M15	NAALAD2	yes
Adipose	M15	NCAM2	no
Adipose	M15	NDRG4	no
Adipose	M15	NHS	no
Adipose	M15	NPTX2	no
Adipose	M15	NR2F1	no
Adipose	M15	NUDT2	no
Adipose	M15	ORMDL3	no
Adipose	M15	OSBPL6	no
Adipose	M15	PGM3	no
Adipose	M15	PHF13	yes
Adipose	M15	PHTF1	no
Adipose	M15	PITX2	no
Adipose	M15	PKP2	no
Adipose	M15	PPARGC1A	no
Adipose	M15	RARB	no
Adipose	M15	RBMS2	no
Adipose	M15	RBMS2P	no
Adipose	M15	RDH10	no
Adipose	M15	RGS17	no
Adipose	M15	RHOU	no
Adipose	M15	RIC3	no
Adipose	M15	RICH2	no
Adipose	M15	RNF144	no
Adipose	M15	RNF144A	no
Adipose	M15	RNF217	no
Adipose	M15	RPA3	no
Adipose	M15	SCARNA17	no
Adipose	M15	SERTAD4	no
Adipose	M15	SLC19A3	no
Adipose	M15	SLC27A2	yes
Adipose	M15	SLC39A14	no
Adipose	M15	SLC4A4	no
Adipose	M15	SLC7A10	no
Adipose	M15	SVIL	no
Adipose	M15	TARSL2	no
Adipose	M15	THNSL1	no
Adipose	M15	TM7SF2	no
Adipose	M15	TMEM140	no
Adipose	M15	TMSB10	no
Adipose	M15	TOMM20	no
Adipose	M15	TSPYL3	no
Adipose	M15	TTLL7	yes
Adipose	M15	TWIST1	no
Adipose	M15	UBE2O	no
Adipose	M15	UCN	no
Adipose	M15	UNG	no
Adipose	M15	USP13	no
Adipose	M15	VEZT	no
Adipose	M15	VPS35	no
Adipose	M15	VTRNA1.1	no
Adipose	M15	WDR20	no
Adipose	M15	WDR86	no
Adipose	M15	XGPY2	no
Adipose	M15	YARS2	no
Adipose	M15	YPEL5	no
Adipose	M15	ZBED1	no
Adipose	M15	ZNF134	no
Adipose	M15	ZNF275	no
Adipose	M15	ZNF740	no
Adipose	M15	ZNHIT3	no
Adipose	M150	ABCG4	no
Adipose	M150	ARL16	no
Adipose	M150	ASCC1	no
Adipose	M150	BIRC3	no
Adipose	M150	C11orf63	no
Adipose	M150	C14orf85	no
Adipose	M150	C15orf63	no
Adipose	M150	C21orf24	no
Adipose	M150	C3orf34	no
Adipose	M150	CCDC152	no
Adipose	M150	CDKN2AIPNL	no
Adipose	M150	CEP290	no
Adipose	M150	CRYBA2	no
Adipose	M150	DDX51	no
Adipose	M150	DEM1	yes
Adipose	M150	EID2B	no
Adipose	M150	EPC2	no
Adipose	M150	FAM105B	no
Adipose	M150	FAM119A	no
Adipose	M150	FCGR3A	no
Adipose	M150	FKBP14	no
Adipose	M150	GDPD1	no
Adipose	M150	HBS1L	no
Adipose	M150	HIATL2	no
Adipose	M150	KCNH6	no
Adipose	M150	KCNK6	no
Adipose	M150	KIAA1751	yes
Adipose	M150	LOC100128098	no
Adipose	M150	LOC100128288	no
Adipose	M150	LOC100128510	no
Adipose	M150	LOC100128731	no
Adipose	M150	LOC100129211	yes
Adipose	M150	LOC100129362	no
Adipose	M150	LOC100130835	no
Adipose	M150	LOC100131541	no
Adipose	M150	LOC100132391	no
Adipose	M150	LOC100133516	no
Adipose	M150	LOC100134052	no
Adipose	M150	LOC123688	no
Adipose	M150	LOC399900	no
